name,n,m,pre_removed_nodes,k_start,k_optimal,k_solved,verified,millis
synth-n_400-m_17175-k_20-p_0.2.txt,400,17175,0,0,20,20,true,356
synth-n_400-m_17488-k_25-p_0.2.txt,400,17488,0,0,25,25,true,336
synth-n_400-m_17822-k_30-p_0.2.txt,400,17822,0,0,30,30,true,413
synth-n_400-m_18943-k_50-p_0.2.txt,400,18943,0,0,50,50,true,1490
synth-n_400-m_19735-k_70-p_0.2.txt,400,19735,0,0,70,70,true,3070
synth-n_400-m_20559-k_100-p_0.2.txt,400,20559,0,0,100,100,true,14821
synth-n_400-m_21181-k_120-p_0.2.txt,400,21181,0,0,120,120,true,13139
synth-n_400-m_21916-k_150-p_0.2.txt,400,21916,0,0,-1,0,false,90266
synth-n_400-m_4229-k_20-p_0.05.txt,400,4229,69,1,20,20,true,283
synth-n_400-m_4312-k_15-p_0.05.txt,400,4312,100,3,15,15,true,86
synth-n_400-m_4511-k_25-p_0.05.txt,400,4511,58,1,25,25,true,87
synth-n_400-m_4551-k_30-p_0.05.txt,400,4551,38,0,30,30,true,239
synth-n_400-m_4714-k_50-p_0.05.txt,400,4714,17,0,50,50,true,783
synth-n_400-m_5045-k_70-p_0.05.txt,400,5045,10,0,70,70,true,1211
synth-n_400-m_5336-k_100-p_0.05.txt,400,5336,1,0,100,100,true,14569
synth-n_400-m_5606-k_120-p_0.05.txt,400,5606,2,0,120,120,true,65012
synth-n_400-m_5840-k_150-p_0.05.txt,400,5840,0,0,-1,0,false,90069
synth-n_400-m_8510-k_15-p_0.1.txt,400,8510,29,3,15,15,true,136
synth-n_400-m_8590-k_20-p_0.1.txt,400,8590,24,1,20,20,true,231
synth-n_400-m_8815-k_25-p_0.1.txt,400,8815,7,0,25,25,true,172
synth-n_400-m_9014-k_30-p_0.1.txt,400,9014,9,0,30,30,true,179
synth-n_400-m_9687-k_50-p_0.1.txt,400,9687,1,0,50,50,true,1363
synth-n_4000-m_1691611-k_150-p_0.2.txt,4000,1691611,0,0,-1,0,false,604247
synth-n_4000-m_1721128-k_200-p_0.2.txt,4000,1721128,0,0,-1,0,false,943903
synth-n_4000-m_427463-k_150-p_0.05.txt,4000,427463,0,0,-1,150,true,45391
synth-n_4000-m_437663-k_200-p_0.05.txt,4000,437663,0,0,-1,200,false,93701
synth-n_4000-m_852262-k_150-p_0.1.txt,4000,852262,0,0,-1,0,false,104769
synth-n_4000-m_868734-k_200-p_0.1.txt,4000,868734,0,0,-1,0,false,105440
synth-n_50-m_139-k_5-p_0.1.txt,50,139,50,1,1,1,true,2
synth-n_50-m_143-k_10-p_0.1.txt,50,143,50,5,5,5,true,2
synth-n_50-m_164-k_15-p_0.1.txt,50,164,17,1,9,9,true,20
synth-n_50-m_169-k_20-p_0.1.txt,50,169,18,0,9,9,true,57
synth-n_50-m_269-k_5-p_0.2.txt,50,269,20,0,5,5,true,12
synth-n_50-m_293-k_10-p_0.2.txt,50,293,9,0,10,10,true,48
synth-n_50-m_325-k_15-p_0.2.txt,50,325,4,0,15,15,true,141
synth-n_50-m_343-k_20-p_0.2.txt,50,343,1,0,19,19,true,787
synth-n_50-m_72-k_5-p_0.05.txt,49,72,49,2,2,2,true,1
synth-n_50-m_84-k_10-p_0.05.txt,49,84,49,1,1,1,true,1
synth-n_50-m_92-k_20-p_0.05.txt,50,92,50,2,2,2,true,1
synth-n_50-m_95-k_15-p_0.05.txt,46,95,35,0,4,4,true,6
synth-n_500-m_13283-k_20-p_0.1.txt,500,13283,9,0,20,20,true,261
synth-n_500-m_13672-k_25-p_0.1.txt,500,13672,10,0,25,25,true,485
synth-n_500-m_13710-k_30-p_0.1.txt,500,13710,4,0,30,30,true,291
synth-n_500-m_14453-k_50-p_0.1.txt,500,14453,3,0,50,50,true,1064
synth-n_500-m_15273-k_70-p_0.1.txt,500,15273,0,0,70,70,true,1341
synth-n_500-m_15985-k_100-p_0.1.txt,500,15985,0,0,100,100,true,3349
synth-n_500-m_16565-k_120-p_0.1.txt,500,16565,0,0,120,120,true,6970
synth-n_500-m_17327-k_150-p_0.1.txt,500,17327,0,0,150,150,true,18727
synth-n_500-m_17907-k_200-p_0.1.txt,500,17907,0,0,-1,0,false,90136
synth-n_500-m_26431-k_20-p_0.2.txt,500,26431,0,0,20,20,true,1695
synth-n_500-m_26954-k_25-p_0.2.txt,500,26954,2,0,25,25,true,1282
synth-n_500-m_27136-k_30-p_0.2.txt,500,27136,0,0,30,30,true,1932
synth-n_500-m_28432-k_50-p_0.2.txt,500,28432,0,0,50,50,true,2509
synth-n_500-m_29623-k_70-p_0.2.txt,500,29623,0,0,70,70,true,3099
synth-n_500-m_31513-k_100-p_0.2.txt,500,31513,0,0,100,100,true,61327
synth-n_500-m_32243-k_120-p_0.2.txt,500,32243,0,0,120,120,true,17969
synth-n_500-m_33353-k_150-p_0.2.txt,500,33353,0,0,150,150,true,38156
synth-n_500-m_34356-k_200-p_0.2.txt,500,34356,0,0,-1,0,false,90538
synth-n_500-m_6745-k_25-p_0.05.txt,500,6745,42,0,25,25,true,125
synth-n_500-m_6906-k_20-p_0.05.txt,500,6906,51,0,20,20,true,148
synth-n_500-m_6986-k_30-p_0.05.txt,500,6986,39,1,30,30,true,183
synth-n_500-m_7195-k_50-p_0.05.txt,500,7195,21,0,50,50,true,559
synth-n_500-m_7774-k_70-p_0.05.txt,500,7774,8,0,70,70,true,819
synth-n_500-m_8350-k_100-p_0.05.txt,500,8350,2,0,100,100,true,2792
synth-n_500-m_8412-k_120-p_0.05.txt,500,8412,1,0,120,120,true,26335
synth-n_500-m_8716-k_150-p_0.05.txt,500,8716,0,0,150,150,true,75835
synth-n_500-m_9062-k_200-p_0.05.txt,500,9062,0,0,-1,0,false,90079
synth-n_700-m_13000-k_25-p_0.05.txt,700,13000,36,0,25,25,true,412
synth-n_700-m_13374-k_30-p_0.05.txt,700,13374,32,0,30,30,true,277
synth-n_700-m_13738-k_50-p_0.05.txt,700,13738,16,0,50,50,true,909
synth-n_700-m_14360-k_70-p_0.05.txt,700,14360,9,0,70,70,true,486
synth-n_700-m_14970-k_100-p_0.05.txt,700,14970,0,0,100,100,true,2745
synth-n_700-m_15640-k_120-p_0.05.txt,700,15640,2,0,120,120,true,3732
synth-n_700-m_16024-k_150-p_0.05.txt,700,16024,0,0,150,150,true,54653
synth-n_700-m_16823-k_200-p_0.05.txt,700,16823,0,0,-1,0,false,90210
synth-n_700-m_26060-k_25-p_0.1.txt,700,26060,10,0,25,25,true,1354
synth-n_700-m_26206-k_30-p_0.1.txt,700,26206,7,0,30,30,true,1064
synth-n_700-m_27622-k_50-p_0.1.txt,700,27622,0,0,50,50,true,1353
synth-n_700-m_28433-k_70-p_0.1.txt,700,28433,0,0,70,70,true,1460
synth-n_700-m_29736-k_100-p_0.1.txt,700,29736,0,0,100,100,true,5130
synth-n_700-m_30695-k_120-p_0.1.txt,700,30695,0,0,120,120,true,6824
synth-n_700-m_31750-k_150-p_0.1.txt,700,31750,0,0,150,150,true,7413
synth-n_700-m_33182-k_200-p_0.1.txt,700,33182,0,0,-1,0,false,90291
synth-n_700-m_51621-k_25-p_0.2.txt,700,51621,1,0,25,25,true,4479
synth-n_700-m_52169-k_30-p_0.2.txt,700,52169,0,0,30,30,true,3844
synth-n_700-m_54187-k_50-p_0.2.txt,700,54187,0,0,50,50,true,4548
synth-n_700-m_55984-k_70-p_0.2.txt,700,55984,0,0,70,70,true,20947
synth-n_700-m_58597-k_100-p_0.2.txt,700,58597,0,0,-1,100,true,16859
synth-n_700-m_60598-k_120-p_0.2.txt,700,60598,0,0,-1,0,false,90821
synth-n_700-m_61751-k_150-p_0.2.txt,700,61751,0,0,-1,150,true,44926
synth-n_700-m_64387-k_200-p_0.2.txt,700,64387,0,0,-1,0,false,90973
