name,n,m,pre_removed_nodes,k_start,k_optimal,k_solved,num_constraints,verified,millis
synth-n_1000-m_29037-k_100-p_0.05.txt,1000,29037,5,0,100,100,264,true,10100
synth-n_1000-m_30042-k_120-p_0.05.txt,1000,30042,0,0,120,120,315,true,11601
synth-n_1000-m_30795-k_150-p_0.05.txt,1000,30795,0,0,150,150,421,true,14762
synth-n_1000-m_32410-k_200-p_0.05.txt,1000,32410,0,0,-1,200,1646,true,56884
synth-n_1000-m_54531-k_50-p_0.1.txt,1000,54531,3,0,50,50,113,true,7632
synth-n_1000-m_55974-k_70-p_0.1.txt,1000,55974,0,0,70,70,152,true,10214
synth-n_1000-m_57929-k_100-p_0.1.txt,1000,57929,0,0,-1,100,243,true,15093
synth-n_1000-m_59867-k_120-p_0.1.txt,1000,59867,0,0,-1,120,304,true,17988
synth-n_1000-m_60934-k_150-p_0.1.txt,1000,60934,0,0,-1,150,419,true,22909
synth-n_1000-m_64710-k_200-p_0.1.txt,1000,64710,0,0,-1,0,1637,false,90000
synth-n_1300-m_104213-k_200-p_0.1.txt,1300,104213,0,0,-1,200,547,true,63725
synth-n_1300-m_178841-k_50-p_0.2.txt,1300,178841,0,0,-1,50,96,true,26761
synth-n_1300-m_183367-k_70-p_0.2.txt,1300,183367,0,0,-1,70,142,true,36811
synth-n_1300-m_188195-k_100-p_0.2.txt,1300,188195,0,0,-1,100,187,true,43257
synth-n_1300-m_191963-k_120-p_0.2.txt,1300,191963,0,0,-1,120,252,true,59826
synth-n_1300-m_196174-k_150-p_0.2.txt,1300,196174,0,0,-1,150,322,true,72173
synth-n_1300-m_204142-k_200-p_0.2.txt,1300,204142,0,0,-1,0,437,false,90000
synth-n_1300-m_45241-k_50-p_0.05.txt,1300,45241,9,0,50,50,106,true,8793
synth-n_1300-m_46137-k_70-p_0.05.txt,1300,46137,10,0,70,70,164,true,12491
synth-n_1300-m_47847-k_100-p_0.05.txt,1300,47847,2,0,-1,100,269,true,21987
synth-n_1300-m_49172-k_120-p_0.05.txt,1300,49172,0,0,-1,120,297,true,23283
synth-n_1300-m_50340-k_150-p_0.05.txt,1300,50340,0,0,-1,150,403,true,30770
synth-n_1300-m_52952-k_200-p_0.05.txt,1300,52952,1,0,-1,200,524,true,35365
synth-n_1300-m_89669-k_50-p_0.1.txt,1300,89669,2,0,-1,50,113,true,17534
synth-n_1300-m_92255-k_70-p_0.1.txt,1300,92255,1,0,-1,70,144,true,19349
synth-n_1300-m_95352-k_100-p_0.1.txt,1300,95352,0,0,-1,100,239,true,31816
synth-n_1300-m_97421-k_120-p_0.1.txt,1300,97421,0,0,-1,120,293,true,38460
synth-n_1300-m_99879-k_150-p_0.1.txt,1300,99879,0,0,-1,150,336,true,39083
synth-n_150-m_1254-k_10-p_0.1.txt,150,1254,32,0,10,10,21,true,8
synth-n_150-m_1269-k_15-p_0.1.txt,150,1269,31,2,15,15,24,true,10
synth-n_150-m_1284-k_20-p_0.1.txt,150,1284,16,0,20,20,40,true,17
synth-n_150-m_1385-k_25-p_0.1.txt,150,1385,9,0,25,25,69,true,41
synth-n_150-m_1423-k_30-p_0.1.txt,150,1423,8,0,30,30,66,true,31
synth-n_150-m_1561-k_70-p_0.1.txt,150,1561,1,0,-1,0,1270,false,90000
synth-n_150-m_1564-k_50-p_0.1.txt,150,1564,0,0,-1,48,582,true,712
synth-n_150-m_2446-k_10-p_0.2.txt,150,2446,6,0,10,10,25,true,21
synth-n_150-m_2502-k_15-p_0.2.txt,150,2502,3,0,15,15,37,true,30
synth-n_150-m_2552-k_20-p_0.2.txt,150,2552,2,0,20,20,47,true,38
synth-n_150-m_2731-k_25-p_0.2.txt,150,2731,1,0,25,25,67,true,61
synth-n_150-m_2807-k_30-p_0.2.txt,150,2807,0,0,30,30,76,true,68
synth-n_150-m_3040-k_50-p_0.2.txt,150,3040,0,0,50,50,722,true,1220
synth-n_150-m_3050-k_70-p_0.2.txt,150,3050,0,0,-1,0,1129,false,90000
synth-n_150-m_630-k_15-p_0.05.txt,150,630,74,1,15,15,24,true,7
synth-n_150-m_634-k_10-p_0.05.txt,150,634,150,7,7,7,0,true,0
synth-n_150-m_666-k_20-p_0.05.txt,150,666,56,1,15,15,25,true,6
synth-n_150-m_704-k_25-p_0.05.txt,150,704,48,1,23,23,56,true,17
synth-n_150-m_781-k_50-p_0.05.txt,150,781,25,0,32,32,211,true,292
synth-n_150-m_782-k_30-p_0.05.txt,150,782,29,1,28,28,125,true,96
synth-n_150-m_805-k_70-p_0.05.txt,150,805,12,0,43,0,672,false,90000
synth-n_1600-m_137884-k_70-p_0.1.txt,1600,137884,0,0,-1,70,136,true,34544
synth-n_1600-m_141523-k_100-p_0.1.txt,1600,141523,0,0,-1,100,227,true,50994
synth-n_1600-m_143789-k_120-p_0.1.txt,1600,143789,0,0,-1,120,262,true,56398
synth-n_1600-m_147721-k_150-p_0.1.txt,1600,147721,0,0,-1,150,324,true,64166
synth-n_1600-m_152838-k_200-p_0.1.txt,1600,152838,0,0,-1,0,469,false,90000
synth-n_1600-m_273042-k_70-p_0.2.txt,1600,273042,0,0,-1,70,140,true,68784
synth-n_1600-m_279359-k_100-p_0.2.txt,1600,279359,0,0,-1,100,182,true,80552
synth-n_1600-m_284773-k_120-p_0.2.txt,1600,284773,0,0,-1,0,230,false,90000
