name,n,m,pre_removed_nodes,k_start,k_optimal,k_solved,verified,millis
synth-n_400-m_17488-k_25-p_0.2.txt,400,17488,0,0,25,25,true,5219
synth-n_400-m_17822-k_30-p_0.2.txt,400,17822,0,0,30,30,true,9916
synth-n_400-m_18943-k_50-p_0.2.txt,400,18943,0,0,50,50,true,18778
synth-n_400-m_19735-k_70-p_0.2.txt,400,19735,0,0,70,70,true,29238
synth-n_400-m_20559-k_100-p_0.2.txt,400,20559,0,0,100,100,true,60618
synth-n_400-m_21181-k_120-p_0.2.txt,400,21181,0,0,120,325,false,90133
synth-n_400-m_21916-k_150-p_0.2.txt,400,21916,0,0,-1,288,false,90156
synth-n_400-m_4229-k_20-p_0.05.txt,400,4229,0,0,20,20,true,347
synth-n_400-m_4312-k_15-p_0.05.txt,400,4312,0,0,15,15,true,375
synth-n_400-m_4511-k_25-p_0.05.txt,400,4511,0,0,25,25,true,553
synth-n_400-m_4551-k_30-p_0.05.txt,400,4551,0,0,30,30,true,612
synth-n_400-m_4714-k_50-p_0.05.txt,400,4714,0,0,50,50,true,4649
synth-n_400-m_5045-k_70-p_0.05.txt,400,5045,0,0,70,70,true,3686
synth-n_400-m_5336-k_100-p_0.05.txt,400,5336,0,0,100,100,true,18888
synth-n_400-m_5606-k_120-p_0.05.txt,400,5606,0,0,120,120,true,82490
synth-n_400-m_5840-k_150-p_0.05.txt,400,5840,0,0,-1,271,false,90085
synth-n_400-m_8510-k_15-p_0.1.txt,400,8510,0,0,15,15,true,897
synth-n_400-m_8590-k_20-p_0.1.txt,400,8590,0,0,20,20,true,926
synth-n_400-m_8815-k_25-p_0.1.txt,400,8815,0,0,25,25,true,1197
synth-n_400-m_9014-k_30-p_0.1.txt,400,9014,0,0,30,30,true,2386
synth-n_400-m_9687-k_50-p_0.1.txt,400,9687,0,0,50,50,true,4966
synth-n_4000-m_1691611-k_150-p_0.2.txt,4000,1691611,0,0,-1,0,false,111942
synth-n_4000-m_1721128-k_200-p_0.2.txt,4000,1721128,0,0,-1,0,false,97300
synth-n_4000-m_427463-k_150-p_0.05.txt,4000,427463,0,0,-1,0,false,91879
synth-n_4000-m_437663-k_200-p_0.05.txt,4000,437663,0,0,-1,0,false,92078
synth-n_4000-m_852262-k_150-p_0.1.txt,4000,852262,0,0,-1,0,false,93724
synth-n_4000-m_868734-k_200-p_0.1.txt,4000,868734,0,0,-1,0,false,93571
synth-n_50-m_139-k_5-p_0.1.txt,50,139,0,0,1,1,true,14
synth-n_50-m_143-k_10-p_0.1.txt,50,143,0,0,5,5,true,18
synth-n_50-m_164-k_15-p_0.1.txt,50,164,0,0,9,9,true,88
synth-n_50-m_169-k_20-p_0.1.txt,50,169,0,0,9,9,true,76
synth-n_50-m_269-k_5-p_0.2.txt,50,269,0,0,5,5,true,39
synth-n_50-m_293-k_10-p_0.2.txt,50,293,0,0,10,10,true,67
synth-n_50-m_325-k_15-p_0.2.txt,50,325,0,0,15,15,true,244
synth-n_50-m_343-k_20-p_0.2.txt,50,343,0,0,19,19,true,557
synth-n_50-m_72-k_5-p_0.05.txt,49,72,0,0,2,2,true,7
synth-n_50-m_84-k_10-p_0.05.txt,49,84,0,0,1,1,true,8
synth-n_50-m_92-k_20-p_0.05.txt,50,92,0,0,2,2,true,21
synth-n_50-m_95-k_15-p_0.05.txt,46,95,0,0,4,4,true,19
synth-n_500-m_13283-k_20-p_0.1.txt,500,13283,0,0,20,20,true,2082
synth-n_500-m_13672-k_25-p_0.1.txt,500,13672,0,0,25,25,true,2515
synth-n_500-m_13710-k_30-p_0.1.txt,500,13710,0,0,30,30,true,3143
synth-n_500-m_14453-k_50-p_0.1.txt,500,14453,0,0,50,50,true,9950
synth-n_500-m_15273-k_70-p_0.1.txt,500,15273,0,0,70,70,true,13774
synth-n_500-m_15985-k_100-p_0.1.txt,500,15985,0,0,100,100,true,23791
synth-n_500-m_16565-k_120-p_0.1.txt,500,16565,0,0,120,120,true,51213
synth-n_500-m_17327-k_150-p_0.1.txt,500,17327,0,0,150,317,false,90121
synth-n_500-m_17907-k_200-p_0.1.txt,500,17907,0,0,-1,382,false,90132
synth-n_500-m_26431-k_20-p_0.2.txt,500,26431,0,0,20,20,true,9651
synth-n_500-m_26954-k_25-p_0.2.txt,500,26954,0,0,25,25,true,9107
synth-n_500-m_27136-k_30-p_0.2.txt,500,27136,0,0,30,30,true,11776
synth-n_500-m_28432-k_50-p_0.2.txt,500,28432,0,0,50,50,true,20674
synth-n_500-m_29623-k_70-p_0.2.txt,500,29623,0,0,70,70,true,43909
synth-n_500-m_31513-k_100-p_0.2.txt,500,31513,0,0,100,384,false,90197
synth-n_500-m_32243-k_120-p_0.2.txt,500,32243,0,0,120,401,false,90244
synth-n_500-m_33353-k_150-p_0.2.txt,500,33353,0,0,150,397,false,90237
synth-n_500-m_34356-k_200-p_0.2.txt,500,34356,0,0,-1,433,false,90274
synth-n_500-m_6745-k_25-p_0.05.txt,500,6745,0,0,25,25,true,4555
synth-n_500-m_6906-k_20-p_0.05.txt,500,6906,0,0,20,20,true,901
synth-n_500-m_6986-k_30-p_0.05.txt,500,6986,0,0,30,30,true,816
synth-n_500-m_7195-k_50-p_0.05.txt,500,7195,0,0,50,50,true,1896
synth-n_500-m_7774-k_70-p_0.05.txt,500,7774,0,0,70,70,true,4998
synth-n_500-m_8350-k_100-p_0.05.txt,500,8350,0,0,100,100,true,12474
synth-n_500-m_8412-k_120-p_0.05.txt,500,8412,0,0,120,120,true,22794
synth-n_500-m_8716-k_150-p_0.05.txt,500,8716,0,0,150,333,false,90162
synth-n_500-m_9062-k_200-p_0.05.txt,500,9062,0,0,-1,342,false,90163
synth-n_700-m_13000-k_25-p_0.05.txt,700,13000,0,0,25,25,true,1735
synth-n_700-m_13374-k_30-p_0.05.txt,700,13374,0,0,30,30,true,1612
synth-n_700-m_13738-k_50-p_0.05.txt,700,13738,0,0,50,50,true,4251
synth-n_700-m_14360-k_70-p_0.05.txt,700,14360,0,0,70,70,true,5054
synth-n_700-m_14970-k_100-p_0.05.txt,700,14970,0,0,100,100,true,14253
synth-n_700-m_15640-k_120-p_0.05.txt,700,15640,0,0,120,120,true,33159
synth-n_700-m_16024-k_150-p_0.05.txt,700,16024,0,0,150,150,true,40889
synth-n_700-m_16823-k_200-p_0.05.txt,700,16823,0,0,-1,516,false,90122
synth-n_700-m_26060-k_25-p_0.1.txt,700,26060,0,0,25,25,true,4084
synth-n_700-m_26206-k_30-p_0.1.txt,700,26206,0,0,30,30,true,6399
synth-n_700-m_27622-k_50-p_0.1.txt,700,27622,0,0,50,50,true,15225
synth-n_700-m_28433-k_70-p_0.1.txt,700,28433,0,0,70,70,true,22929
synth-n_700-m_29736-k_100-p_0.1.txt,700,29736,0,0,100,100,true,43657
synth-n_700-m_30695-k_120-p_0.1.txt,700,30695,0,0,120,120,true,76953
synth-n_700-m_31750-k_150-p_0.1.txt,700,31750,0,0,150,567,false,90210
synth-n_700-m_33182-k_200-p_0.1.txt,700,33182,0,0,-1,590,false,90195
synth-n_700-m_51621-k_25-p_0.2.txt,700,51621,0,0,25,25,true,19777
synth-n_700-m_52169-k_30-p_0.2.txt,700,52169,0,0,30,30,true,28011
synth-n_700-m_54187-k_50-p_0.2.txt,700,54187,0,0,50,50,true,54365
synth-n_700-m_55984-k_70-p_0.2.txt,700,55984,0,0,70,612,false,90379
synth-n_700-m_58597-k_100-p_0.2.txt,700,58597,0,0,-1,612,false,90358
synth-n_700-m_60598-k_120-p_0.2.txt,700,60598,0,0,-1,593,false,90405
synth-n_700-m_61751-k_150-p_0.2.txt,700,61751,0,0,-1,623,false,90414
synth-n_700-m_64387-k_200-p_0.2.txt,700,64387,0,0,-1,631,false,90448
