name,k_optimal,k_approx,millis
synth-n_250-m_4386-k_100-p_0.1.txt,100,120,5
synth-n_250-m_6567-k_10-p_0.2.txt,10,10,4
synth-n_250-m_6839-k_20-p_0.2.txt,20,20,4
synth-n_250-m_6880-k_15-p_0.2.txt,15,15,4
synth-n_250-m_7102-k_25-p_0.2.txt,25,25,4
synth-n_250-m_7321-k_30-p_0.2.txt,30,30,4
synth-n_250-m_8019-k_50-p_0.2.txt,50,50,5
synth-n_250-m_8255-k_70-p_0.2.txt,70,70,6
synth-n_250-m_8674-k_100-p_0.2.txt,100,106,8
synth-n_2600-m_181265-k_100-p_0.05.txt,100,100,407
synth-n_2600-m_183371-k_120-p_0.05.txt,120,120,413
synth-n_2600-m_186921-k_150-p_0.05.txt,150,150,355
synth-n_2600-m_190932-k_200-p_0.05.txt,200,200,413
synth-n_2600-m_360584-k_100-p_0.1.txt,100,100,710
synth-n_2600-m_364394-k_120-p_0.1.txt,120,120,657
synth-n_2600-m_370561-k_150-p_0.1.txt,150,150,698
synth-n_2600-m_380919-k_200-p_0.1.txt,200,200,776
synth-n_2600-m_716555-k_100-p_0.2.txt,100,100,1456
synth-n_2600-m_722675-k_120-p_0.2.txt,120,120,1506
synth-n_2600-m_735701-k_150-p_0.2.txt,150,150,1582
synth-n_2600-m_752513-k_200-p_0.2.txt,200,200,1665
synth-n_300-m_10021-k_20-p_0.2.txt,20,20,5
synth-n_300-m_10113-k_25-p_0.2.txt,25,25,6
synth-n_300-m_10205-k_30-p_0.2.txt,30,30,6
synth-n_300-m_10954-k_50-p_0.2.txt,50,50,8
synth-n_300-m_11628-k_70-p_0.2.txt,70,70,9
synth-n_300-m_12194-k_100-p_0.2.txt,100,100,10
synth-n_300-m_12407-k_120-p_0.2.txt,120,122,11
synth-n_300-m_2373-k_15-p_0.05.txt,15,15,1
synth-n_300-m_2470-k_20-p_0.05.txt,20,20,3
synth-n_300-m_2597-k_25-p_0.05.txt,25,25,2
synth-n_300-m_2657-k_30-p_0.05.txt,30,30,3
synth-n_300-m_2835-k_50-p_0.05.txt,50,50,4
synth-n_300-m_2943-k_70-p_0.05.txt,70,103,6
synth-n_300-m_4857-k_15-p_0.1.txt,15,15,3
synth-n_300-m_4934-k_25-p_0.1.txt,25,25,3
synth-n_300-m_4954-k_20-p_0.1.txt,20,20,3
synth-n_300-m_5319-k_30-p_0.1.txt,30,30,4
synth-n_300-m_5550-k_50-p_0.1.txt,50,50,5
synth-n_300-m_5939-k_70-p_0.1.txt,70,71,7
synth-n_300-m_6233-k_100-p_0.1.txt,100,104,9
synth-n_300-m_6319-k_120-p_0.1.txt,120,128,8
synth-n_300-m_9556-k_15-p_0.2.txt,15,15,5
synth-n_3000-m_240581-k_120-p_0.05.txt,120,120,495
synth-n_3000-m_245845-k_150-p_0.05.txt,150,150,494
synth-n_3000-m_251178-k_200-p_0.05.txt,200,200,565
synth-n_3000-m_480800-k_120-p_0.1.txt,120,120,972
synth-n_3000-m_488450-k_150-p_0.1.txt,150,150,1217
synth-n_3000-m_498304-k_200-p_0.1.txt,200,200,1109
synth-n_3000-m_954655-k_120-p_0.2.txt,120,120,2190
synth-n_3000-m_967399-k_150-p_0.2.txt,150,150,2619
