name,n,m,k_optimal,k_solved,k_start,verified,pre_removed_nodes,packing_size,packing_millis,millis,recursive_steps
synth-n_300-m_10205-k_30-p_0.2.txt,300,10205,30,30,0,true,0,30,37,54,27
synth-n_300-m_10954-k_50-p_0.2.txt,300,10954,50,50,0,true,0,50,41,66,49
synth-n_300-m_11628-k_70-p_0.2.txt,300,11628,70,70,0,true,0,70,42,73,69
synth-n_300-m_12194-k_100-p_0.2.txt,300,12194,100,100,0,true,0,96,222,757,496
synth-n_300-m_12407-k_120-p_0.2.txt,300,12407,120,118,0,false,0,99,9281,90002,50254
synth-n_300-m_2373-k_15-p_0.05.txt,300,2373,15,15,0,true,70,15,8,10,9
synth-n_300-m_2470-k_20-p_0.05.txt,300,2470,20,20,1,true,74,19,7,9,11
synth-n_300-m_2597-k_25-p_0.05.txt,300,2597,25,25,0,true,48,25,10,14,20
synth-n_300-m_2657-k_30-p_0.05.txt,300,2657,30,30,0,true,30,29,11,17,25
synth-n_300-m_2835-k_50-p_0.05.txt,300,2835,50,50,0,true,13,50,13,20,42
synth-n_300-m_2943-k_70-p_0.05.txt,300,2943,70,70,0,true,9,64,2412,3843,6973
synth-n_300-m_3132-k_100-p_0.05.txt,300,3132,-1,84,0,false,1,76,35629,90001,217076
synth-n_300-m_3265-k_120-p_0.05.txt,300,3265,-1,89,0,false,1,81,31387,90001,235215
synth-n_300-m_4857-k_15-p_0.1.txt,300,4857,15,15,0,true,26,14,20,25,13
synth-n_300-m_4934-k_25-p_0.1.txt,300,4934,25,25,0,true,11,25,18,26,23
synth-n_300-m_4954-k_20-p_0.1.txt,300,4954,20,20,0,true,18,20,16,22,16
synth-n_300-m_5319-k_30-p_0.1.txt,300,5319,30,30,0,true,6,30,25,30,24
synth-n_300-m_5550-k_50-p_0.1.txt,300,5550,50,50,0,true,1,50,26,33,46
synth-n_300-m_5939-k_70-p_0.1.txt,300,5939,70,70,0,true,0,70,22,36,65
synth-n_300-m_6233-k_100-p_0.1.txt,300,6233,100,100,0,true,0,92,988,4435,6742
synth-n_300-m_6319-k_120-p_0.1.txt,300,6319,120,107,0,false,0,95,14698,90001,130091
synth-n_300-m_9556-k_15-p_0.2.txt,300,9556,15,15,0,true,1,15,40,55,13
synth-n_3000-m_240581-k_120-p_0.05.txt,3000,240581,120,120,0,true,0,120,13795,15833,112
synth-n_3000-m_245845-k_150-p_0.05.txt,3000,245845,150,150,0,true,0,150,13816,16378,142
synth-n_3000-m_251178-k_200-p_0.05.txt,3000,251178,200,200,0,true,0,200,14140,17375,187
synth-n_3000-m_480800-k_120-p_0.1.txt,3000,480800,120,120,0,true,0,120,20358,27331,117
synth-n_3000-m_488450-k_150-p_0.1.txt,3000,488450,150,150,0,true,0,150,21868,30042,147
synth-n_3000-m_498304-k_200-p_0.1.txt,3000,498304,200,200,0,true,0,200,24732,35656,196
synth-n_3000-m_954655-k_120-p_0.2.txt,3000,954655,120,120,0,true,0,120,39010,62246,116
synth-n_3000-m_967399-k_150-p_0.2.txt,3000,967399,150,150,0,true,0,150,44342,74750,149
synth-n_3000-m_988910-k_200-p_0.2.txt,3000,988910,200,200,0,false,0,200,52391,90065,194
synth-n_3500-m_1289316-k_120-p_0.2.txt,3500,1289316,120,120,0,false,0,120,54103,90151,113
synth-n_3500-m_1304726-k_150-p_0.2.txt,3500,1304726,150,150,0,false,0,150,51310,90085,113
synth-n_3500-m_1330654-k_200-p_0.2.txt,3500,1330654,200,200,0,false,0,200,47633,90316,115
synth-n_3500-m_325120-k_120-p_0.05.txt,3500,325120,120,120,0,true,0,120,15324,18620,113
synth-n_3500-m_330042-k_150-p_0.05.txt,3500,330042,150,150,0,true,0,150,16614,20413,142
synth-n_3500-m_337087-k_200-p_0.05.txt,3500,337087,200,200,0,true,0,200,18597,23529,193
synth-n_3500-m_649101-k_120-p_0.1.txt,3500,649101,120,120,0,true,0,120,24520,35038,113
synth-n_3500-m_657209-k_150-p_0.1.txt,3500,657209,150,150,0,true,0,150,27711,40122,144
synth-n_3500-m_672789-k_200-p_0.1.txt,3500,672789,200,200,0,true,0,200,33867,50852,196
synth-n_400-m_10064-k_70-p_0.1.txt,400,10064,70,70,0,true,0,70,50,87,65
synth-n_400-m_10528-k_100-p_0.1.txt,400,10528,100,100,0,true,0,100,46,88,97
synth-n_400-m_10934-k_120-p_0.1.txt,400,10934,120,120,0,true,0,119,81,193,178
synth-n_400-m_11482-k_150-p_0.1.txt,400,11482,150,141,0,false,0,128,9384,90001,69389
synth-n_400-m_16937-k_15-p_0.2.txt,400,16937,15,15,0,true,4,15,73,104,12
synth-n_400-m_17175-k_20-p_0.2.txt,400,17175,20,20,0,true,0,20,85,117,18
synth-n_400-m_17488-k_25-p_0.2.txt,400,17488,25,25,0,true,0,25,96,127,23
synth-n_400-m_17822-k_30-p_0.2.txt,400,17822,30,30,0,true,0,30,93,130,27
synth-n_400-m_18943-k_50-p_0.2.txt,400,18943,50,50,0,true,0,50,102,154,46
synth-n_400-m_19735-k_70-p_0.2.txt,400,19735,70,70,0,true,0,70,105,171,68
synth-n_400-m_20559-k_100-p_0.2.txt,400,20559,100,100,0,true,0,100,89,174,97
synth-n_400-m_21181-k_120-p_0.2.txt,400,21181,120,120,0,true,0,120,57,185,117
synth-n_400-m_21916-k_150-p_0.2.txt,400,21916,150,150,0,true,0,132,11658,77308,22272
synth-n_400-m_4229-k_20-p_0.05.txt,400,4229,20,20,1,true,69,18,19,35,15
synth-n_400-m_4312-k_15-p_0.05.txt,400,4312,15,15,3,true,100,12,12,21,6
synth-n_400-m_4511-k_25-p_0.05.txt,400,4511,25,25,1,true,58,24,24,38,14
synth-n_400-m_4551-k_30-p_0.05.txt,400,4551,30,30,0,true,38,29,30,39,23
synth-n_400-m_4714-k_50-p_0.05.txt,400,4714,50,50,0,true,17,49,29,46,42
synth-n_400-m_5045-k_70-p_0.05.txt,400,5045,70,70,0,true,10,70,31,49,61
synth-n_400-m_5336-k_100-p_0.05.txt,400,5336,100,100,0,true,1,95,342,639,825
synth-n_400-m_5606-k_120-p_0.05.txt,400,5606,120,117,0,false,2,109,30332,90001,144963
synth-n_400-m_5840-k_150-p_0.05.txt,400,5840,-1,123,0,false,0,114,23166,90001,153695
synth-n_400-m_8510-k_15-p_0.1.txt,400,8510,15,15,3,true,29,12,38,50,10
synth-n_400-m_8590-k_20-p_0.1.txt,400,8590,20,20,1,true,24,19,38,54,13
synth-n_400-m_8815-k_25-p_0.1.txt,400,8815,25,25,0,true,7,25,52,67,20
synth-n_400-m_9014-k_30-p_0.1.txt,400,9014,30,30,0,true,9,30,51,70,28
synth-n_400-m_9687-k_50-p_0.1.txt,400,9687,50,50,0,true,1,50,59,85,46
synth-n_4000-m_1691611-k_150-p_0.2.txt,4000,1691611,150,150,0,false,0,150,49074,90081,75
synth-n_4000-m_1721128-k_200-p_0.2.txt,4000,1721128,200,200,0,false,0,200,49204,90285,64
synth-n_4000-m_427463-k_150-p_0.05.txt,4000,427463,150,150,0,true,0,150,19433,25049,144
synth-n_4000-m_437663-k_200-p_0.05.txt,4000,437663,200,200,0,true,0,200,22590,29957,197
synth-n_4000-m_852262-k_150-p_0.1.txt,4000,852262,150,150,0,true,0,150,38099,56248,146
synth-n_4000-m_868734-k_200-p_0.1.txt,4000,868734,200,200,0,true,0,200,42829,66357,195
synth-n_50-m_139-k_5-p_0.1.txt,50,139,1,1,1,true,50,0,0,7,0
synth-n_50-m_143-k_10-p_0.1.txt,50,143,5,5,5,true,50,0,0,6,0
synth-n_50-m_164-k_15-p_0.1.txt,50,164,9,9,1,true,17,7,1,6,11
synth-n_50-m_169-k_20-p_0.1.txt,50,169,9,9,0,true,18,7,1,7,32
synth-n_50-m_269-k_5-p_0.2.txt,50,269,5,5,0,true,20,4,0,6,3
synth-n_50-m_293-k_10-p_0.2.txt,50,293,10,10,0,true,9,9,1,6,9
synth-n_50-m_325-k_15-p_0.2.txt,50,325,15,15,0,true,4,12,15,33,295
synth-n_50-m_343-k_20-p_0.2.txt,50,343,19,19,0,true,1,13,56,91,1315
synth-n_50-m_72-k_5-p_0.05.txt,49,72,2,2,2,true,49,0,0,5,0
synth-n_50-m_84-k_10-p_0.05.txt,49,84,1,1,1,true,49,0,0,4,0
synth-n_50-m_92-k_20-p_0.05.txt,50,92,2,2,2,true,50,0,0,5,0
synth-n_50-m_95-k_15-p_0.05.txt,46,95,4,4,0,true,35,4,0,5,2
synth-n_500-m_13283-k_20-p_0.1.txt,500,13283,20,20,0,true,9,20,85,105,15
synth-n_500-m_13672-k_25-p_0.1.txt,500,13672,25,25,0,true,10,25,94,121,22
synth-n_500-m_13710-k_30-p_0.1.txt,500,13710,30,30,0,true,4,30,95,122,25
synth-n_500-m_14453-k_50-p_0.1.txt,500,14453,50,50,0,true,3,49,98,133,45
synth-n_500-m_15273-k_70-p_0.1.txt,500,15273,70,70,0,true,0,70,103,150,65
synth-n_500-m_15985-k_100-p_0.1.txt,500,15985,100,100,0,true,0,100,98,164,94
synth-n_500-m_16565-k_120-p_0.1.txt,500,16565,120,120,0,true,0,120,93,181,116
synth-n_500-m_17327-k_150-p_0.1.txt,500,17327,150,150,0,true,0,150,81,185,147
synth-n_500-m_17907-k_200-p_0.1.txt,500,17907,-1,175,0,false,0,163,6262,90002,42214
synth-n_500-m_26431-k_20-p_0.2.txt,500,26431,20,20,0,true,0,20,162,215,19
synth-n_500-m_26954-k_25-p_0.2.txt,500,26954,25,25,0,true,2,25,194,247,24
synth-n_500-m_27136-k_30-p_0.2.txt,500,27136,30,30,0,true,0,30,189,246,28
synth-n_500-m_28432-k_50-p_0.2.txt,500,28432,50,50,0,true,0,50,183,265,47
synth-n_500-m_29623-k_70-p_0.2.txt,500,29623,70,70,0,true,0,70,198,301,68
synth-n_500-m_31513-k_100-p_0.2.txt,500,31513,100,100,0,true,0,100,182,330,98
synth-n_500-m_32243-k_120-p_0.2.txt,500,32243,120,120,0,true,0,120,157,329,117
synth-n_500-m_33353-k_150-p_0.2.txt,500,33353,150,150,0,true,0,150,137,359,148
synth-n_500-m_34356-k_200-p_0.2.txt,500,34356,200,185,0,false,0,165,4239,90003,13861
synth-n_500-m_6745-k_25-p_0.05.txt,500,6745,25,25,0,true,42,25,46,60,18
synth-n_500-m_6906-k_20-p_0.05.txt,500,6906,20,20,0,true,51,20,38,52,13
synth-n_500-m_6986-k_30-p_0.05.txt,500,6986,30,30,1,true,39,29,55,70,21
synth-n_500-m_7195-k_50-p_0.05.txt,500,7195,50,50,0,true,21,50,61,81,41
synth-n_500-m_7774-k_70-p_0.05.txt,500,7774,70,70,0,true,8,70,66,91,63
synth-n_500-m_8350-k_100-p_0.05.txt,500,8350,100,100,0,true,2,100,67,94,92
synth-n_500-m_8412-k_120-p_0.05.txt,500,8412,120,120,0,true,1,119,69,114,123
synth-n_500-m_8716-k_150-p_0.05.txt,500,8716,150,148,0,false,0,139,26729,90001,94029
synth-n_500-m_9062-k_200-p_0.05.txt,500,9062,-1,159,0,false,0,150,14925,90001,100831
synth-n_700-m_13000-k_25-p_0.05.txt,700,13000,25,25,0,true,36,24,148,180,23
synth-n_700-m_13374-k_30-p_0.05.txt,700,13374,30,30,0,true,32,30,144,172,26
synth-n_700-m_13738-k_50-p_0.05.txt,700,13738,50,50,0,true,16,49,155,192,46
synth-n_700-m_14360-k_70-p_0.05.txt,700,14360,70,70,0,true,9,70,162,199,61
synth-n_700-m_14970-k_100-p_0.05.txt,700,14970,100,100,0,true,0,100,151,210,93
synth-n_700-m_15640-k_120-p_0.05.txt,700,15640,120,120,0,true,2,119,137,234,115
synth-n_700-m_16024-k_150-p_0.05.txt,700,16024,150,150,0,true,0,150,139,225,142
synth-n_700-m_16823-k_200-p_0.05.txt,700,16823,200,200,0,true,0,194,9257,18259,8786
synth-n_700-m_26060-k_25-p_0.1.txt,700,26060,25,25,0,true,10,25,288,339,20
synth-n_700-m_26206-k_30-p_0.1.txt,700,26206,30,30,0,true,7,30,286,345,28
synth-n_700-m_27622-k_50-p_0.1.txt,700,27622,50,50,0,true,0,50,285,357,47
synth-n_700-m_28433-k_70-p_0.1.txt,700,28433,70,70,0,true,0,70,271,365,68
synth-n_700-m_29736-k_100-p_0.1.txt,700,29736,100,100,0,true,0,100,261,380,94
synth-n_700-m_30695-k_120-p_0.1.txt,700,30695,120,120,0,true,0,120,252,412,117
synth-n_700-m_31750-k_150-p_0.1.txt,700,31750,150,150,0,true,0,150,234,426,144
synth-n_700-m_33182-k_200-p_0.1.txt,700,33182,200,200,0,true,0,200,219,453,196
synth-n_700-m_51621-k_25-p_0.2.txt,700,51621,25,25,0,true,1,25,491,623,23
synth-n_700-m_52169-k_30-p_0.2.txt,700,52169,30,30,0,true,0,30,511,648,28
synth-n_700-m_54187-k_50-p_0.2.txt,700,54187,50,50,0,true,0,50,550,754,49
synth-n_700-m_55984-k_70-p_0.2.txt,700,55984,70,70,0,true,0,70,571,814,66
synth-n_700-m_58597-k_100-p_0.2.txt,700,58597,100,100,0,true,0,100,561,902,99
synth-n_700-m_60598-k_120-p_0.2.txt,700,60598,120,120,0,true,0,120,557,980,118
synth-n_700-m_61751-k_150-p_0.2.txt,700,61751,150,150,0,true,0,150,483,1004,147
synth-n_700-m_64387-k_200-p_0.2.txt,700,64387,200,200,0,true,0,200,436,1152,196
