name,n,m,k_optimal,k_solved,k_start,verified,pre_removed_nodes,packing_size,packing_millis,millis,recursive_steps
synth-n_2600-m_752513-k_200-p_0.2.txt,2600,752513,200,200,0,true,0,200,31094,57645,197
synth-n_300-m_10021-k_20-p_0.2.txt,300,10021,20,20,0,true,1,20,12,34,17
synth-n_300-m_10113-k_25-p_0.2.txt,300,10113,25,25,0,true,1,25,18,40,23
synth-n_300-m_10205-k_30-p_0.2.txt,300,10205,30,30,0,true,0,30,25,46,27
synth-n_300-m_10954-k_50-p_0.2.txt,300,10954,50,50,0,true,0,47,85,149,71
synth-n_300-m_11628-k_70-p_0.2.txt,300,11628,70,70,0,true,0,69,31,84,74
synth-n_300-m_12194-k_100-p_0.2.txt,300,12194,100,100,0,true,0,90,707,2245,1075
synth-n_300-m_12407-k_120-p_0.2.txt,300,12407,120,120,0,true,0,104,4674,22923,12506
synth-n_300-m_2373-k_15-p_0.05.txt,300,2373,15,15,0,true,70,15,3,13,9
synth-n_300-m_2470-k_20-p_0.05.txt,300,2470,20,20,1,true,74,19,1,12,11
synth-n_300-m_2597-k_25-p_0.05.txt,300,2597,25,25,0,true,48,24,18,36,33
synth-n_300-m_2657-k_30-p_0.05.txt,300,2657,30,30,0,true,30,27,46,67,51
synth-n_300-m_2835-k_50-p_0.05.txt,300,2835,50,50,0,true,13,44,231,347,438
synth-n_300-m_2943-k_70-p_0.05.txt,300,2943,70,69,0,false,9,56,54354,90001,159377
synth-n_300-m_3132-k_100-p_0.05.txt,300,3132,-1,79,0,false,1,67,37385,90001,205747
synth-n_300-m_3265-k_120-p_0.05.txt,300,3265,-1,82,0,false,1,67,34880,90001,205598
synth-n_300-m_4857-k_15-p_0.1.txt,300,4857,15,15,0,true,26,14,8,21,13
synth-n_300-m_4934-k_25-p_0.1.txt,300,4934,25,25,0,true,11,25,11,23,23
synth-n_300-m_4954-k_20-p_0.1.txt,300,4954,20,20,0,true,18,19,46,64,28
synth-n_300-m_5319-k_30-p_0.1.txt,300,5319,30,30,0,true,6,29,20,34,28
synth-n_300-m_5550-k_50-p_0.1.txt,300,5550,50,50,0,true,1,48,117,164,110
synth-n_300-m_5939-k_70-p_0.1.txt,300,5939,70,70,0,true,0,65,54,113,133
synth-n_300-m_6233-k_100-p_0.1.txt,300,6233,100,100,0,false,0,85,23308,90001,116001
synth-n_300-m_6319-k_120-p_0.1.txt,300,6319,120,104,0,false,0,89,15895,90001,124065
synth-n_300-m_9556-k_15-p_0.2.txt,300,9556,15,15,0,true,1,15,14,31,13
synth-n_3000-m_240581-k_120-p_0.05.txt,3000,240581,120,120,0,true,0,118,44468,49931,211
synth-n_3000-m_245845-k_150-p_0.05.txt,3000,245845,150,150,0,true,0,150,5278,7913,142
synth-n_3000-m_251178-k_200-p_0.05.txt,3000,251178,200,200,0,true,0,197,78103,89301,413
synth-n_3000-m_480800-k_120-p_0.1.txt,3000,480800,120,119,0,false,0,119,84460,92097,51
synth-n_3000-m_488450-k_150-p_0.1.txt,3000,488450,150,150,0,true,0,150,14040,22884,147
synth-n_3000-m_498304-k_200-p_0.1.txt,3000,498304,200,200,0,true,0,199,37897,53204,228
synth-n_3000-m_954655-k_120-p_0.2.txt,3000,954655,120,120,0,true,0,120,30096,53652,116
synth-n_3000-m_967399-k_150-p_0.2.txt,3000,967399,150,150,0,true,0,150,37420,66286,149
synth-n_3000-m_988910-k_200-p_0.2.txt,3000,988910,200,200,0,false,0,199,66889,90164,75
synth-n_3500-m_1289316-k_120-p_0.2.txt,3500,1289316,120,120,0,true,0,120,48684,87431,118
synth-n_3500-m_1304726-k_150-p_0.2.txt,3500,1304726,150,149,0,false,0,149,53837,91575,85
synth-n_3500-m_1330654-k_200-p_0.2.txt,3500,1330654,200,199,0,false,0,199,45007,90308,119
synth-n_3500-m_325120-k_120-p_0.05.txt,3500,325120,120,120,0,true,0,120,5732,8907,113
synth-n_3500-m_330042-k_150-p_0.05.txt,3500,330042,150,150,0,true,0,150,7214,10992,142
synth-n_3500-m_337087-k_200-p_0.05.txt,3500,337087,200,200,0,true,0,200,9916,15204,193
synth-n_3500-m_649101-k_120-p_0.1.txt,3500,649101,120,120,0,true,0,120,15623,26345,113
synth-n_3500-m_657209-k_150-p_0.1.txt,3500,657209,150,150,0,true,0,150,20944,33602,144
synth-n_3500-m_672789-k_200-p_0.1.txt,3500,672789,200,200,0,true,0,200,24453,40871,196
synth-n_400-m_10064-k_70-p_0.1.txt,400,10064,70,70,0,true,0,68,197,316,124
synth-n_400-m_10528-k_100-p_0.1.txt,400,10528,100,100,0,true,0,95,695,1242,620
synth-n_400-m_10934-k_120-p_0.1.txt,400,10934,120,120,0,true,0,108,2825,9421,6479
synth-n_400-m_11482-k_150-p_0.1.txt,400,11482,150,137,0,false,0,120,13188,90001,65694
synth-n_400-m_16937-k_15-p_0.2.txt,400,16937,15,15,0,true,4,15,22,51,12
synth-n_400-m_17175-k_20-p_0.2.txt,400,17175,20,20,0,true,0,20,53,87,18
synth-n_400-m_17488-k_25-p_0.2.txt,400,17488,25,25,0,true,0,25,38,75,23
synth-n_400-m_17822-k_30-p_0.2.txt,400,17822,30,30,0,true,0,30,42,83,27
synth-n_400-m_18943-k_50-p_0.2.txt,400,18943,50,50,0,true,0,50,61,113,46
synth-n_400-m_19735-k_70-p_0.2.txt,400,19735,70,70,0,true,0,68,438,632,112
synth-n_400-m_20559-k_100-p_0.2.txt,400,20559,100,100,0,true,0,96,1077,2179,476
synth-n_400-m_21181-k_120-p_0.2.txt,400,21181,120,120,0,true,0,113,1660,3957,941
synth-n_400-m_21916-k_150-p_0.2.txt,400,21916,150,150,0,true,0,137,3870,15235,4218
synth-n_400-m_4229-k_20-p_0.05.txt,400,4229,20,20,1,true,69,18,18,31,15
synth-n_400-m_4312-k_15-p_0.05.txt,400,4312,15,15,3,true,100,12,2,12,6
synth-n_400-m_4511-k_25-p_0.05.txt,400,4511,25,25,1,true,58,23,40,58,26
synth-n_400-m_4551-k_30-p_0.05.txt,400,4551,30,30,0,true,38,30,10,22,22
synth-n_400-m_4714-k_50-p_0.05.txt,400,4714,50,50,0,true,17,47,81,106,87
synth-n_400-m_5045-k_70-p_0.05.txt,400,5045,70,70,0,true,10,61,1526,2242,1951
synth-n_400-m_5336-k_100-p_0.05.txt,400,5336,100,97,0,false,1,82,45586,90001,110983
synth-n_400-m_5606-k_120-p_0.05.txt,400,5606,120,111,0,false,2,99,34956,90001,130591
synth-n_400-m_5840-k_150-p_0.05.txt,400,5840,-1,114,0,false,0,101,26303,90001,137907
synth-n_400-m_8510-k_15-p_0.1.txt,400,8510,15,15,3,true,29,12,10,25,10
synth-n_400-m_8590-k_20-p_0.1.txt,400,8590,20,20,1,true,24,19,14,28,13
synth-n_400-m_8815-k_25-p_0.1.txt,400,8815,25,25,0,true,7,24,53,72,25
synth-n_400-m_9014-k_30-p_0.1.txt,400,9014,30,30,0,true,9,29,234,267,48
synth-n_400-m_9687-k_50-p_0.1.txt,400,9687,50,50,0,true,1,50,25,55,46
synth-n_4000-m_1691611-k_150-p_0.2.txt,4000,1691611,150,150,0,false,0,150,46822,90078,73
synth-n_4000-m_1721128-k_200-p_0.2.txt,4000,1721128,200,199,0,false,0,199,106127,132701,17
synth-n_4000-m_427463-k_150-p_0.05.txt,4000,427463,150,150,0,false,0,149,81478,90007,144
synth-n_4000-m_437663-k_200-p_0.05.txt,4000,437663,200,199,0,false,0,198,80191,90114,136
synth-n_4000-m_852262-k_150-p_0.1.txt,4000,852262,150,150,0,true,0,150,33695,54050,146
synth-n_4000-m_868734-k_200-p_0.1.txt,4000,868734,200,200,0,true,0,200,41317,66476,195
synth-n_50-m_139-k_5-p_0.1.txt,50,139,1,1,1,true,50,0,0,7,0
synth-n_50-m_143-k_10-p_0.1.txt,50,143,5,5,5,true,50,0,0,5,0
synth-n_50-m_164-k_15-p_0.1.txt,50,164,9,9,1,true,17,6,1,6,18
synth-n_50-m_169-k_20-p_0.1.txt,50,169,9,9,0,true,18,7,1,7,35
synth-n_50-m_269-k_5-p_0.2.txt,50,269,5,5,0,true,20,4,0,6,4
synth-n_50-m_293-k_10-p_0.2.txt,50,293,10,10,0,true,9,8,1,7,13
synth-n_50-m_325-k_15-p_0.2.txt,50,325,15,15,0,true,4,12,11,27,250
synth-n_50-m_343-k_20-p_0.2.txt,50,343,19,19,0,true,1,13,47,89,1103
synth-n_50-m_72-k_5-p_0.05.txt,49,72,2,2,2,true,49,0,0,6,0
synth-n_50-m_84-k_10-p_0.05.txt,49,84,1,1,1,true,49,0,0,5,0
synth-n_50-m_92-k_20-p_0.05.txt,50,92,2,2,2,true,50,0,0,6,0
synth-n_50-m_95-k_15-p_0.05.txt,46,95,4,4,0,true,35,4,0,5,2
synth-n_500-m_13283-k_20-p_0.1.txt,500,13283,20,20,0,true,9,19,348,390,28
synth-n_500-m_13672-k_25-p_0.1.txt,500,13672,25,25,0,true,10,25,25,57,22
synth-n_500-m_13710-k_30-p_0.1.txt,500,13710,30,30,0,true,4,30,33,60,25
synth-n_500-m_14453-k_50-p_0.1.txt,500,14453,50,50,0,true,3,49,78,116,45
synth-n_500-m_15273-k_70-p_0.1.txt,500,15273,70,70,0,true,0,67,287,407,107
synth-n_500-m_15985-k_100-p_0.1.txt,500,15985,100,100,0,true,0,93,2319,3726,997
synth-n_500-m_16565-k_120-p_0.1.txt,500,16565,120,120,0,true,0,114,752,1489,545
synth-n_500-m_17327-k_150-p_0.1.txt,500,17327,150,150,0,true,0,134,13358,39005,14689
synth-n_500-m_17907-k_200-p_0.1.txt,500,17907,-1,174,0,false,0,158,8605,90001,38709
synth-n_500-m_26431-k_20-p_0.2.txt,500,26431,20,20,0,true,0,20,55,110,19
synth-n_500-m_26954-k_25-p_0.2.txt,500,26954,25,25,0,true,2,25,75,127,24
synth-n_500-m_27136-k_30-p_0.2.txt,500,27136,30,30,0,true,0,30,76,142,28
synth-n_500-m_28432-k_50-p_0.2.txt,500,28432,50,50,0,true,0,50,110,207,47
synth-n_500-m_29623-k_70-p_0.2.txt,500,29623,70,70,0,true,0,67,1366,1929,165
synth-n_500-m_31513-k_100-p_0.2.txt,500,31513,100,100,0,true,0,95,1158,2157,252
synth-n_500-m_32243-k_120-p_0.2.txt,500,32243,120,120,0,true,0,117,832,1642,246
synth-n_500-m_33353-k_150-p_0.2.txt,500,33353,150,150,0,true,0,143,747,2323,394
synth-n_500-m_34356-k_200-p_0.2.txt,500,34356,200,197,0,false,0,175,9983,90011,13972
synth-n_500-m_6745-k_25-p_0.05.txt,500,6745,25,25,0,true,42,25,17,36,18
synth-n_500-m_6906-k_20-p_0.05.txt,500,6906,20,20,0,true,51,20,11,28,13
synth-n_500-m_6986-k_30-p_0.05.txt,500,6986,30,30,1,true,39,29,12,30,21
synth-n_500-m_7195-k_50-p_0.05.txt,500,7195,50,50,0,true,21,49,113,150,74
synth-n_500-m_7774-k_70-p_0.05.txt,500,7774,70,70,0,true,8,64,1129,1485,623
synth-n_500-m_8350-k_100-p_0.05.txt,500,8350,100,100,0,true,2,91,3783,5948,3493
synth-n_500-m_8412-k_120-p_0.05.txt,500,8412,120,118,0,false,1,104,44744,90001,68266
synth-n_500-m_8716-k_150-p_0.05.txt,500,8716,150,134,0,false,0,120,29673,90001,78764
synth-n_500-m_9062-k_200-p_0.05.txt,500,9062,-1,146,0,false,0,134,18768,90001,94521
synth-n_700-m_13000-k_25-p_0.05.txt,700,13000,25,25,0,true,36,24,181,217,23
synth-n_700-m_13374-k_30-p_0.05.txt,700,13374,30,30,0,true,32,30,36,67,26
synth-n_700-m_13738-k_50-p_0.05.txt,700,13738,50,50,0,true,16,49,61,94,46
synth-n_700-m_14360-k_70-p_0.05.txt,700,14360,70,70,0,true,9,66,1585,1863,328
synth-n_700-m_14970-k_100-p_0.05.txt,700,14970,100,100,0,true,0,96,1254,1563,331
synth-n_700-m_15640-k_120-p_0.05.txt,700,15640,120,120,0,true,2,110,6548,10036,3043
synth-n_700-m_16024-k_150-p_0.05.txt,700,16024,150,150,0,true,0,139,11898,20486,7323
synth-n_700-m_16823-k_200-p_0.05.txt,700,16823,200,184,0,false,0,170,32851,90002,40284
synth-n_700-m_26060-k_25-p_0.1.txt,700,26060,25,25,0,true,10,25,69,115,20
synth-n_700-m_26206-k_30-p_0.1.txt,700,26206,30,30,0,true,7,30,80,133,28
synth-n_700-m_27622-k_50-p_0.1.txt,700,27622,50,50,0,true,0,50,120,199,47
synth-n_700-m_28433-k_70-p_0.1.txt,700,28433,70,70,0,true,0,67,1866,2390,202
synth-n_700-m_29736-k_100-p_0.1.txt,700,29736,100,100,0,true,0,99,319,516,114
synth-n_700-m_30695-k_120-p_0.1.txt,700,30695,120,120,0,true,0,115,2177,3072,337
synth-n_700-m_31750-k_150-p_0.1.txt,700,31750,150,150,0,true,0,145,2258,3941,590
synth-n_700-m_33182-k_200-p_0.1.txt,700,33182,200,198,0,false,0,181,31398,90002,14375
synth-n_700-m_51621-k_25-p_0.2.txt,700,51621,25,25,0,true,1,25,158,280,23
synth-n_700-m_52169-k_30-p_0.2.txt,700,52169,30,30,0,true,0,30,194,339,28
synth-n_700-m_54187-k_50-p_0.2.txt,700,54187,50,50,0,true,0,50,287,534,49
synth-n_700-m_55984-k_70-p_0.2.txt,700,55984,70,70,0,true,0,69,450,771,70
synth-n_700-m_58597-k_100-p_0.2.txt,700,58597,100,100,0,true,0,98,2780,4162,180
synth-n_700-m_60598-k_120-p_0.2.txt,700,60598,120,120,0,true,0,116,6289,9740,346
synth-n_700-m_61751-k_150-p_0.2.txt,700,61751,150,150,0,true,0,147,817,1927,188
synth-n_700-m_64387-k_200-p_0.2.txt,700,64387,200,200,0,true,0,186,23341,70388,3549
