name,n,m,k_optimal,k_solved,k_start,verified,pre_removed_nodes,packing_size,packing_millis,millis,recursive_steps
synth-n_300-m_10954-k_50-p_0.2.txt,300,10954,50,50,0,true,0,50,22,56,0
synth-n_300-m_11628-k_70-p_0.2.txt,300,11628,70,70,0,true,0,70,20,188,0
synth-n_300-m_12194-k_100-p_0.2.txt,300,12194,100,100,0,true,0,96,109,10415,215
synth-n_300-m_12407-k_120-p_0.2.txt,300,12407,120,120,0,true,0,99,4966,49025,21841
synth-n_300-m_2373-k_15-p_0.05.txt,300,2373,15,15,0,true,70,15,6,8,0
synth-n_300-m_2470-k_20-p_0.05.txt,300,2470,20,20,1,true,74,19,5,8,0
synth-n_300-m_2597-k_25-p_0.05.txt,300,2597,25,25,0,true,48,25,7,12,0
synth-n_300-m_2657-k_30-p_0.05.txt,300,2657,30,30,0,true,30,30,8,13,0
synth-n_300-m_2835-k_50-p_0.05.txt,300,2835,50,50,0,true,13,50,9,4302,0
synth-n_300-m_2943-k_70-p_0.05.txt,300,2943,70,70,0,true,9,63,1665,13077,5388
synth-n_300-m_3132-k_100-p_0.05.txt,300,3132,-1,105,0,false,1,77,53578,90001,168995
synth-n_300-m_3265-k_120-p_0.05.txt,300,3265,-1,122,0,false,1,81,56778,90001,183974
synth-n_300-m_4857-k_15-p_0.1.txt,300,4857,15,15,0,true,26,15,11,16,0
synth-n_300-m_4934-k_25-p_0.1.txt,300,4934,25,25,0,true,11,25,13,22,0
synth-n_300-m_4954-k_20-p_0.1.txt,300,4954,20,20,0,true,18,20,12,17,0
synth-n_300-m_5319-k_30-p_0.1.txt,300,5319,30,30,0,true,6,30,14,25,0
synth-n_300-m_5550-k_50-p_0.1.txt,300,5550,50,50,0,true,1,50,13,42,0
synth-n_300-m_5939-k_70-p_0.1.txt,300,5939,70,70,0,true,0,70,11,51,0
synth-n_300-m_6233-k_100-p_0.1.txt,300,6233,100,100,0,true,0,92,590,12843,3942
synth-n_300-m_6319-k_120-p_0.1.txt,300,6319,120,123,0,false,0,95,23796,90001,135550
synth-n_300-m_9556-k_15-p_0.2.txt,300,9556,15,15,0,true,1,15,30,44,0
synth-n_3000-m_240581-k_120-p_0.05.txt,3000,240581,120,120,0,true,0,120,10024,11634,0
synth-n_3000-m_245845-k_150-p_0.05.txt,3000,245845,150,150,0,true,0,150,9190,11436,0
synth-n_3000-m_251178-k_200-p_0.05.txt,3000,251178,200,200,0,true,0,200,8125,11433,0
synth-n_3000-m_480800-k_120-p_0.1.txt,3000,480800,120,120,0,true,0,120,10050,14859,0
synth-n_3000-m_488450-k_150-p_0.1.txt,3000,488450,150,150,0,true,0,150,10045,14930,0
synth-n_3000-m_498304-k_200-p_0.1.txt,3000,498304,200,200,0,true,0,200,10039,16224,0
synth-n_3000-m_954655-k_120-p_0.2.txt,3000,954655,120,120,0,true,0,120,10133,22205,0
synth-n_3000-m_967399-k_150-p_0.2.txt,3000,967399,150,150,0,true,0,150,10131,26584,0
synth-n_3000-m_988910-k_200-p_0.2.txt,3000,988910,200,200,0,true,0,200,10115,30912,0
synth-n_3500-m_1289316-k_120-p_0.2.txt,3500,1289316,120,120,0,true,0,120,10240,30633,0
synth-n_3500-m_1304726-k_150-p_0.2.txt,3500,1304726,150,150,0,true,0,150,10252,36670,0
synth-n_3500-m_1330654-k_200-p_0.2.txt,3500,1330654,200,200,0,true,0,200,10267,36904,0
synth-n_3500-m_325120-k_120-p_0.05.txt,3500,325120,120,120,0,true,0,120,10035,12443,0
synth-n_3500-m_330042-k_150-p_0.05.txt,3500,330042,150,150,0,true,0,150,10032,13629,0
synth-n_3500-m_337087-k_200-p_0.05.txt,3500,337087,200,200,0,true,0,200,10032,14812,0
synth-n_3500-m_649101-k_120-p_0.1.txt,3500,649101,120,120,0,true,0,120,10078,17488,0
synth-n_3500-m_657209-k_150-p_0.1.txt,3500,657209,150,150,0,true,0,150,10072,17469,0
synth-n_3500-m_672789-k_200-p_0.1.txt,3500,672789,200,200,0,true,0,200,10070,19861,0
synth-n_400-m_10064-k_70-p_0.1.txt,400,10064,70,70,0,true,0,70,28,100,0
synth-n_400-m_10528-k_100-p_0.1.txt,400,10528,100,100,0,true,0,100,20,114,0
synth-n_400-m_10934-k_120-p_0.1.txt,400,10934,120,120,0,true,0,119,73,10162,63
synth-n_400-m_11482-k_150-p_0.1.txt,400,11482,150,149,0,false,0,128,16569,90001,65763
synth-n_400-m_16937-k_15-p_0.2.txt,400,16937,15,15,0,true,4,15,58,84,0
synth-n_400-m_17175-k_20-p_0.2.txt,400,17175,20,20,0,true,0,20,62,90,0
synth-n_400-m_17488-k_25-p_0.2.txt,400,17488,25,25,0,true,0,25,64,95,0
synth-n_400-m_17822-k_30-p_0.2.txt,400,17822,30,30,0,true,0,30,61,105,0
synth-n_400-m_18943-k_50-p_0.2.txt,400,18943,50,50,0,true,0,50,53,117,0
synth-n_400-m_19735-k_70-p_0.2.txt,400,19735,70,70,0,true,0,70,45,121,0
synth-n_400-m_20559-k_100-p_0.2.txt,400,20559,100,100,0,true,0,100,38,709,0
synth-n_400-m_21181-k_120-p_0.2.txt,400,21181,120,120,0,true,0,120,37,439,0
synth-n_400-m_21916-k_150-p_0.2.txt,400,21916,150,150,0,true,0,132,6316,36679,7807
synth-n_400-m_4229-k_20-p_0.05.txt,400,4229,20,20,1,true,69,18,16,10022,4
synth-n_400-m_4312-k_15-p_0.05.txt,400,4312,15,15,3,true,100,12,9,12,0
synth-n_400-m_4511-k_25-p_0.05.txt,400,4511,25,25,1,true,58,24,17,22,0
synth-n_400-m_4551-k_30-p_0.05.txt,400,4551,30,30,0,true,38,30,21,28,0
synth-n_400-m_4714-k_50-p_0.05.txt,400,4714,50,50,0,true,17,49,20,10029,1
synth-n_400-m_5045-k_70-p_0.05.txt,400,5045,70,70,0,true,10,70,19,60,0
synth-n_400-m_5336-k_100-p_0.05.txt,400,5336,100,100,0,true,1,95,200,10415,449
synth-n_400-m_5606-k_120-p_0.05.txt,400,5606,120,119,0,false,2,109,29513,90001,112794
synth-n_400-m_5840-k_150-p_0.05.txt,400,5840,-1,161,0,false,0,114,47680,90001,127535
synth-n_400-m_8510-k_15-p_0.1.txt,400,8510,15,15,3,true,29,12,29,37,0
synth-n_400-m_8590-k_20-p_0.1.txt,400,8590,20,20,1,true,24,19,27,35,0
synth-n_400-m_8815-k_25-p_0.1.txt,400,8815,25,25,0,true,7,25,38,54,0
synth-n_400-m_9014-k_30-p_0.1.txt,400,9014,30,30,0,true,9,30,33,44,0
synth-n_400-m_9687-k_50-p_0.1.txt,400,9687,50,50,0,true,1,50,31,59,0
synth-n_4000-m_1691611-k_150-p_0.2.txt,4000,1691611,150,150,0,true,0,150,13725,57600,0
synth-n_4000-m_1721128-k_200-p_0.2.txt,4000,1721128,200,200,0,true,0,200,13834,56720,0
synth-n_4000-m_427463-k_150-p_0.05.txt,4000,427463,150,150,0,true,0,150,10050,15304,0
synth-n_4000-m_437663-k_200-p_0.05.txt,4000,437663,200,200,0,true,0,200,10042,14890,0
synth-n_4000-m_852262-k_150-p_0.1.txt,4000,852262,150,150,0,true,0,150,10119,20464,0
synth-n_4000-m_868734-k_200-p_0.1.txt,4000,868734,200,200,0,true,0,200,10109,20470,0
synth-n_50-m_139-k_5-p_0.1.txt,50,139,1,1,1,true,50,0,0,1,0
synth-n_50-m_143-k_10-p_0.1.txt,50,143,5,5,5,true,50,0,0,0,0
synth-n_50-m_164-k_15-p_0.1.txt,50,164,9,9,1,true,17,7,0,10002,5
synth-n_50-m_169-k_20-p_0.1.txt,50,169,9,9,0,true,18,7,2,10003,22
synth-n_50-m_269-k_5-p_0.2.txt,50,269,5,5,0,true,20,5,0,1,0
synth-n_50-m_293-k_10-p_0.2.txt,50,293,10,10,0,true,9,9,0,10002,1
synth-n_50-m_325-k_15-p_0.2.txt,50,325,15,15,0,true,4,12,6,10011,104
synth-n_50-m_343-k_20-p_0.2.txt,50,343,19,19,0,true,1,13,15,10037,425
synth-n_50-m_72-k_5-p_0.05.txt,49,72,2,2,2,true,49,0,0,0,0
synth-n_50-m_84-k_10-p_0.05.txt,49,84,1,1,1,true,49,0,0,0,0
synth-n_50-m_92-k_20-p_0.05.txt,50,92,2,2,2,true,50,0,0,0,0
synth-n_50-m_95-k_15-p_0.05.txt,46,95,4,4,0,true,35,4,0,1,0
synth-n_500-m_13283-k_20-p_0.1.txt,500,13283,20,20,0,true,9,20,70,83,0
synth-n_500-m_13672-k_25-p_0.1.txt,500,13672,25,25,0,true,10,25,66,85,0
synth-n_500-m_13710-k_30-p_0.1.txt,500,13710,30,30,0,true,4,30,71,101,0
synth-n_500-m_14453-k_50-p_0.1.txt,500,14453,50,50,0,true,3,50,64,106,0
synth-n_500-m_15273-k_70-p_0.1.txt,500,15273,70,70,0,true,0,70,53,108,0
synth-n_500-m_15985-k_100-p_0.1.txt,500,15985,100,100,0,true,0,100,40,171,0
synth-n_500-m_16565-k_120-p_0.1.txt,500,16565,120,120,0,true,0,120,42,511,0
synth-n_500-m_17327-k_150-p_0.1.txt,500,17327,150,150,0,true,0,150,40,3612,0
synth-n_500-m_17907-k_200-p_0.1.txt,500,17907,-1,200,0,false,0,163,18161,90002,45887
synth-n_500-m_26431-k_20-p_0.2.txt,500,26431,20,20,0,true,0,20,125,171,0
synth-n_500-m_26954-k_25-p_0.2.txt,500,26954,25,25,0,true,2,25,135,182,0
synth-n_500-m_27136-k_30-p_0.2.txt,500,27136,30,30,0,true,0,30,130,196,0
synth-n_500-m_28432-k_50-p_0.2.txt,500,28432,50,50,0,true,0,50,103,189,0
synth-n_500-m_29623-k_70-p_0.2.txt,500,29623,70,70,0,true,0,70,92,207,0
synth-n_500-m_31513-k_100-p_0.2.txt,500,31513,100,100,0,true,0,100,81,237,0
synth-n_500-m_32243-k_120-p_0.2.txt,500,32243,120,120,0,true,0,120,71,248,0
synth-n_500-m_33353-k_150-p_0.2.txt,500,33353,150,150,0,true,0,150,76,286,0
synth-n_500-m_34356-k_200-p_0.2.txt,500,34356,200,199,0,false,0,165,7368,90002,14505
synth-n_500-m_6745-k_25-p_0.05.txt,500,6745,25,25,0,true,42,25,35,43,0
synth-n_500-m_6906-k_20-p_0.05.txt,500,6906,20,20,0,true,51,20,28,36,0
synth-n_500-m_6986-k_30-p_0.05.txt,500,6986,30,30,1,true,39,29,39,49,0
synth-n_500-m_7195-k_50-p_0.05.txt,500,7195,50,50,0,true,21,50,35,51,0
synth-n_500-m_7774-k_70-p_0.05.txt,500,7774,70,70,0,true,8,70,36,184,0
synth-n_500-m_8350-k_100-p_0.05.txt,500,8350,100,100,0,true,2,100,31,411,0
synth-n_500-m_8412-k_120-p_0.05.txt,500,8412,120,120,0,true,1,119,32,10052,11
synth-n_500-m_8716-k_150-p_0.05.txt,500,8716,150,149,0,false,0,139,25251,90001,79700
synth-n_500-m_9062-k_200-p_0.05.txt,500,9062,-1,216,0,false,0,150,52198,90001,89633
synth-n_700-m_13000-k_25-p_0.05.txt,700,13000,25,25,0,true,36,25,111,125,0
synth-n_700-m_13374-k_30-p_0.05.txt,700,13374,30,30,0,true,32,30,100,119,0
synth-n_700-m_13738-k_50-p_0.05.txt,700,13738,50,50,0,true,16,50,122,149,0
synth-n_700-m_14360-k_70-p_0.05.txt,700,14360,70,70,0,true,9,70,107,168,0
synth-n_700-m_14970-k_100-p_0.05.txt,700,14970,100,100,0,true,0,100,89,168,0
synth-n_700-m_15640-k_120-p_0.05.txt,700,15640,120,120,0,true,2,120,80,180,0
synth-n_700-m_16024-k_150-p_0.05.txt,700,16024,150,150,0,true,0,150,63,1195,0
synth-n_700-m_16823-k_200-p_0.05.txt,700,16823,200,200,0,true,0,194,7506,25221,7068
synth-n_700-m_26060-k_25-p_0.1.txt,700,26060,25,25,0,true,10,25,179,239,0
synth-n_700-m_26206-k_30-p_0.1.txt,700,26206,30,30,0,true,7,30,183,241,0
synth-n_700-m_27622-k_50-p_0.1.txt,700,27622,50,50,0,true,0,50,188,279,0
synth-n_700-m_28433-k_70-p_0.1.txt,700,28433,70,70,0,true,0,70,160,278,0
synth-n_700-m_29736-k_100-p_0.1.txt,700,29736,100,100,0,true,0,100,128,275,0
synth-n_700-m_30695-k_120-p_0.1.txt,700,30695,120,120,0,true,0,120,116,302,0
synth-n_700-m_31750-k_150-p_0.1.txt,700,31750,150,150,0,true,0,150,100,306,0
synth-n_700-m_33182-k_200-p_0.1.txt,700,33182,200,200,0,true,0,200,85,1164,0
synth-n_700-m_51621-k_25-p_0.2.txt,700,51621,25,25,0,true,1,25,328,443,0
synth-n_700-m_52169-k_30-p_0.2.txt,700,52169,30,30,0,true,0,30,335,500,0
synth-n_700-m_54187-k_50-p_0.2.txt,700,54187,50,50,0,true,0,50,319,493,0
synth-n_700-m_55984-k_70-p_0.2.txt,700,55984,70,70,0,true,0,70,256,479,0
synth-n_700-m_58597-k_100-p_0.2.txt,700,58597,100,100,0,true,0,100,233,529,0
synth-n_700-m_60598-k_120-p_0.2.txt,700,60598,120,120,0,true,0,120,221,546,0
synth-n_700-m_61751-k_150-p_0.2.txt,700,61751,150,150,0,true,0,150,183,584,0
synth-n_700-m_64387-k_200-p_0.2.txt,700,64387,200,200,0,true,0,200,164,2818,0
