name,n,m,pre_removed_nodes,k_start,k_optimal,k_solved,num_constraints,verified,millis
chess-n_5000,4752,27339,2327,78,-1,0,3652,false,90000
chess-n_6000,5854,40749,2659,81,-1,0,4376,false,90000
chess-n_7000,6966,55133,2913,91,-1,0,5251,false,90000
chess-n_7303,7301,60046,2958,85,-1,0,5594,false,90000
ChicagoRegional-n_100,2,2,2,1,1,1,0,true,0
ChicagoRegional-n_1000,224,245,224,92,92,92,0,true,0
ChicagoRegional-n_10000,9579,23005,8375,3551,4193,4193,1959,true,291
ChicagoRegional-n_1500,457,485,454,179,181,181,5,true,2
ChicagoRegional-n_200,13,12,13,5,5,5,0,true,0
ChicagoRegional-n_2000,777,888,767,301,307,307,17,true,6
ChicagoRegional-n_3000,1619,2022,1596,617,631,631,39,true,13
ChicagoRegional-n_4000,2607,3623,2581,1004,1020,1020,44,true,17
ChicagoRegional-n_50,4,4,4,2,2,2,0,true,0
ChicagoRegional-n_500,52,50,52,24,24,24,0,true,0
ChicagoRegional-n_5000,3710,5774,3627,1438,1484,1484,139,true,41
ChicagoRegional-n_6000,4927,8488,4703,1865,1987,1987,373,true,105
ChicagoRegional-n_7000,6106,11328,5842,2347,2495,2495,443,true,104
ChicagoRegional-n_8000,7282,14765,6804,2772,3028,3028,784,true,159
ChicagoRegional-n_9000,8479,19095,7628,3198,3651,3651,1388,true,216
health-n_100,23,18,23,4,4,4,0,true,0
health-n_1000,934,2008,904,211,231,231,48,true,17
health-n_1500,1451,4642,1261,341,446,446,275,true,42
health-n_200,94,87,94,17,17,17,0,true,0
health-n_2000,1973,7956,1172,297,674,674,1162,true,1691
health-n_2542,2539,12969,1031,235,960,960,2329,true,20538
health-n_50,10,7,10,2,2,2,0,true,0
health-n_500,388,490,384,65,67,67,6,true,3
link-kv-n_100,18,22,12,4,8,8,10,true,4
link-kv-n_1000,644,4081,440,63,234,234,252,true,35
link-kv-n_1500,1054,8494,705,101,391,391,497,true,140
link-kv-n_200,90,139,76,10,20,20,22,true,7
link-kv-n_2000,1772,19901,1210,112,565,565,733,true,270
link-kv-n_3000,2540,39796,1620,174,900,900,1444,true,2683
link-kv-n_4000,3777,69389,2389,200,-1,1244,2814,true,24983
link-kv-n_50,6,3,6,0,0,0,0,true,0
link-kv-n_500,270,1056,196,23,83,83,105,true,29
link-kv-n_5000,4840,117893,2975,261,-1,1670,4039,true,65543
link-kv-n_6000,5911,162803,3599,304,-1,0,3943,false,90000
link-kv-n_6916,6914,211650,4186,352,-1,0,4093,false,90000
openflights-n_100,25,48,25,10,10,10,0,true,0
openflights-n_1000,625,2842,602,190,201,201,38,true,11
openflights-n_1500,1199,7492,1111,364,413,413,145,true,41
openflights-n_200,64,106,57,22,26,26,12,true,5
openflights-n_2000,1794,13285,1691,535,593,593,166,true,46
openflights-n_2942,2939,30501,2676,858,998,998,419,true,85
openflights-n_50,4,4,4,2,2,2,0,true,0
openflights-n_500,226,770,207,69,80,80,30,true,11
out.cfinder-google-n_100,8,7,8,6,6,6,0,true,0
out.cfinder-google-n_1000,413,576,404,94,100,100,15,true,8
out.cfinder-google-n_10000,9678,70276,7514,1603,3133,3133,3150,true,961
out.cfinder-google-n_1500,723,1120,678,157,188,188,73,true,29
out.cfinder-google-n_200,32,27,32,13,13,13,0,true,0
out.cfinder-google-n_2000,1384,3224,1294,244,307,307,144,true,62
out.cfinder-google-n_3000,2127,5857,1880,400,574,574,392,true,168
out.cfinder-google-n_4000,3184,11463,2768,555,852,852,651,true,239
out.cfinder-google-n_50,8,8,8,7,7,7,0,true,0
out.cfinder-google-n_500,119,142,116,35,37,37,5,true,2
out.cfinder-google-n_5000,4366,19192,3722,740,1200,1200,999,true,384
out.cfinder-google-n_6000,5853,31372,4916,901,1581,1581,1419,true,467
out.cfinder-google-n_7000,6186,31254,5038,1091,1928,1928,1727,true,530
out.cfinder-google-n_8000,7228,48521,5596,1204,2338,2338,2361,true,660
out.cfinder-google-n_9000,8186,53109,6392,1380,2698,2698,2669,true,805
talk-oc-n_100,0,0,0,0,0,0,0,true,0
talk-oc-n_1000,589,757,589,7,7,7,0,true,0
talk-oc-n_1500,284,489,284,15,15,15,0,true,0
talk-oc-n_200,81,78,81,0,0,0,0,true,0
talk-oc-n_2000,408,605,408,15,15,15,0,true,0
talk-oc-n_3000,2997,4263,2997,29,29,29,0,true,2
talk-oc-n_3066,3064,4464,3064,30,30,30,0,true,1
talk-oc-n_50,0,0,0,0,0,0,0,true,0
talk-oc-n_500,26,22,26,3,3,3,0,true,0
temporalGraph-n_100,2,1,2,0,0,0,0,true,0
temporalGraph-n_1000,622,1447,622,40,40,40,0,true,1
temporalGraph-n_1500,1343,3437,1310,61,77,77,53,true,6
temporalGraph-n_1868,1866,5517,1834,91,106,106,49,true,5
temporalGraph-n_200,50,73,50,5,5,5,0,true,0
temporalGraph-n_50,12,16,12,3,3,3,0,true,0
temporalGraph-n_500,199,368,185,11,17,17,23,true,3
ucsocial-n_100,26,30,26,5,5,5,0,true,0
ucsocial-n_1000,882,6250,798,219,258,258,124,true,6
ucsocial-n_1500,1412,12596,1033,253,435,435,661,true,520
ucsocial-n_1902,1899,20296,1493,381,585,585,681,true,404
ucsocial-n_200,82,138,82,23,23,23,0,true,0
ucsocial-n_50,16,18,16,3,3,3,0,true,0
ucsocial-n_500,353,1231,353,80,80,80,0,true,0
usairport-n_100,46,92,46,13,13,13,0,true,0
usairport-n_1000,910,10027,730,146,253,253,333,true,58
usairport-n_1500,1490,25277,1115,222,428,428,784,true,388
usairport-n_1577,1574,28236,1189,243,455,455,920,true,518
usairport-n_200,104,308,85,19,29,29,28,true,4
usairport-n_50,10,19,5,2,5,5,8,true,3
usairport-n_500,383,3451,305,68,112,112,136,true,22
wikispeedia-n_100,26,19,26,0,0,0,0,true,0
wikispeedia-n_1000,903,3091,884,145,156,156,27,true,5
wikispeedia-n_1500,1415,7438,1114,165,271,271,442,true,242
wikispeedia-n_200,124,190,124,14,14,14,0,true,0
wikispeedia-n_2000,1927,12519,1300,201,437,437,1015,true,2608
wikispeedia-n_3000,2973,29508,1442,224,-1,0,2884,false,90000
wikispeedia-n_4000,3996,52711,1524,247,-1,0,3643,false,90000
wikispeedia-n_4181,4179,57572,1558,255,-1,0,3819,false,90000
wikispeedia-n_50,8,5,8,0,0,0,0,true,0
wikispeedia-n_500,370,857,345,45,56,56,35,true,6
synth-n_100-m_1093-k_5-p_0.2.txt,100,1093,100,5,5,5,0,true,0
synth-n_100-m_1146-k_10-p_0.2.txt,100,1146,8,0,10,10,103,true,6
synth-n_100-m_1151-k_15-p_0.2.txt,100,1151,3,0,15,15,112,true,7
synth-n_100-m_1229-k_20-p_0.2.txt,100,1229,0,0,20,20,120,true,8
synth-n_100-m_1263-k_25-p_0.2.txt,100,1263,0,0,25,25,122,true,8
synth-n_100-m_1275-k_30-p_0.2.txt,100,1275,0,0,30,30,239,true,78
synth-n_100-m_263-k_5-p_0.05.txt,99,263,99,5,5,5,0,true,0
synth-n_100-m_289-k_10-p_0.05.txt,99,289,86,1,4,4,17,true,3
synth-n_100-m_302-k_15-p_0.05.txt,100,302,87,4,8,8,18,true,2
synth-n_100-m_332-k_20-p_0.05.txt,100,332,57,3,14,14,58,true,6
synth-n_100-m_336-k_30-p_0.05.txt,100,336,42,1,15,15,78,true,23
synth-n_100-m_343-k_25-p_0.05.txt,100,343,43,0,14,14,74,true,10
synth-n_100-m_515-k_5-p_0.1.txt,100,515,37,0,5,5,69,true,6
synth-n_100-m_591-k_15-p_0.1.txt,100,591,17,0,15,15,100,true,9
synth-n_100-m_611-k_10-p_0.1.txt,100,611,19,0,10,10,93,true,9
synth-n_100-m_628-k_20-p_0.1.txt,100,628,12,0,20,20,112,true,9
synth-n_100-m_691-k_25-p_0.1.txt,100,691,3,0,25,25,202,true,103
synth-n_100-m_732-k_30-p_0.1.txt,100,732,1,0,30,30,224,true,128
synth-n_1000-m_107005-k_50-p_0.2.txt,1000,107005,0,0,-1,50,1028,true,2271
synth-n_1000-m_110357-k_70-p_0.2.txt,1000,110357,0,0,-1,70,1040,true,2016
synth-n_1000-m_114433-k_100-p_0.2.txt,1000,114433,0,0,-1,100,1054,true,1736
synth-n_1000-m_116757-k_120-p_0.2.txt,1000,116757,0,0,-1,120,1064,true,1796
synth-n_1000-m_119520-k_150-p_0.2.txt,1000,119520,0,0,-1,150,1079,true,2358
synth-n_1000-m_124702-k_200-p_0.2.txt,1000,124702,0,0,-1,200,1101,true,1736
synth-n_1000-m_27142-k_50-p_0.05.txt,1000,27142,13,0,50,50,1037,true,954
synth-n_1000-m_28175-k_70-p_0.05.txt,1000,28175,11,0,70,70,1057,true,840
synth-n_1000-m_29037-k_100-p_0.05.txt,1000,29037,5,0,100,100,1091,true,881
synth-n_1000-m_30042-k_120-p_0.05.txt,1000,30042,0,0,120,120,1120,true,871
synth-n_1000-m_30795-k_150-p_0.05.txt,1000,30795,0,0,150,150,1142,true,764
synth-n_1000-m_32410-k_200-p_0.05.txt,1000,32410,0,0,-1,200,1189,true,1115
synth-n_1000-m_54531-k_50-p_0.1.txt,1000,54531,3,0,50,50,1040,true,1224
synth-n_1000-m_55974-k_70-p_0.1.txt,1000,55974,0,0,70,70,1055,true,1202
synth-n_1000-m_57929-k_100-p_0.1.txt,1000,57929,0,0,-1,100,1074,true,1125
synth-n_1000-m_59867-k_120-p_0.1.txt,1000,59867,0,0,-1,120,1086,true,1148
synth-n_1000-m_60934-k_150-p_0.1.txt,1000,60934,0,0,-1,150,1112,true,985
synth-n_1000-m_64710-k_200-p_0.1.txt,1000,64710,0,0,-1,200,1145,true,1372
synth-n_1300-m_104213-k_200-p_0.1.txt,1300,104213,0,0,-1,200,1434,true,2662
synth-n_1300-m_178841-k_50-p_0.2.txt,1300,178841,0,0,-1,50,1328,true,4324
synth-n_1300-m_183367-k_70-p_0.2.txt,1300,183367,0,0,-1,70,1339,true,3925
synth-n_1300-m_188195-k_100-p_0.2.txt,1300,188195,0,0,-1,100,1353,true,3969
synth-n_1300-m_191963-k_120-p_0.2.txt,1300,191963,0,0,-1,120,1363,true,3763
synth-n_1300-m_196174-k_150-p_0.2.txt,1300,196174,0,0,-1,150,1377,true,3701
synth-n_1300-m_204142-k_200-p_0.2.txt,1300,204142,0,0,-1,200,1401,true,3378
synth-n_1300-m_45241-k_50-p_0.05.txt,1300,45241,9,0,50,50,1338,true,1880
synth-n_1300-m_46137-k_70-p_0.05.txt,1300,46137,10,0,70,70,1361,true,1837
synth-n_1300-m_47847-k_100-p_0.05.txt,1300,47847,2,0,-1,100,1397,true,1592
synth-n_1300-m_49172-k_120-p_0.05.txt,1300,49172,0,0,-1,120,1413,true,1744
synth-n_1300-m_50340-k_150-p_0.05.txt,1300,50340,0,0,-1,150,1442,true,1658
synth-n_1300-m_52952-k_200-p_0.05.txt,1300,52952,1,0,-1,200,1487,true,1548
synth-n_1300-m_89669-k_50-p_0.1.txt,1300,89669,2,0,-1,50,1338,true,2524
synth-n_1300-m_92255-k_70-p_0.1.txt,1300,92255,1,0,-1,70,1352,true,2615
synth-n_1300-m_95352-k_100-p_0.1.txt,1300,95352,0,0,-1,100,1372,true,2618
synth-n_1300-m_97421-k_120-p_0.1.txt,1300,97421,0,0,-1,120,1385,true,2652
synth-n_1300-m_99879-k_150-p_0.1.txt,1300,99879,0,0,-1,150,1401,true,2286
synth-n_150-m_1254-k_10-p_0.1.txt,150,1254,32,0,10,10,129,true,6
synth-n_150-m_1269-k_15-p_0.1.txt,150,1269,31,2,15,15,131,true,6
synth-n_150-m_1284-k_20-p_0.1.txt,150,1284,16,0,20,20,155,true,10
synth-n_150-m_1385-k_25-p_0.1.txt,150,1385,9,0,25,25,169,true,13
synth-n_150-m_1423-k_30-p_0.1.txt,150,1423,8,0,30,30,174,true,11
synth-n_150-m_1561-k_70-p_0.1.txt,150,1561,1,0,-1,0,1416,false,90000
synth-n_150-m_1564-k_50-p_0.1.txt,150,1564,0,0,-1,48,465,true,571
synth-n_150-m_2446-k_10-p_0.2.txt,150,2446,6,0,10,10,155,true,16
synth-n_150-m_2502-k_15-p_0.2.txt,150,2502,3,0,15,15,160,true,9
synth-n_150-m_2552-k_20-p_0.2.txt,150,2552,2,0,20,20,163,true,9
synth-n_150-m_2731-k_25-p_0.2.txt,150,2731,1,0,25,25,170,true,10
synth-n_150-m_2807-k_30-p_0.2.txt,150,2807,0,0,30,30,173,true,11
synth-n_150-m_3040-k_50-p_0.2.txt,150,3040,0,0,50,50,446,true,391
synth-n_150-m_3050-k_70-p_0.2.txt,150,3050,0,0,-1,0,1175,false,90000
synth-n_150-m_630-k_15-p_0.05.txt,150,630,74,1,15,15,92,true,8
synth-n_150-m_634-k_10-p_0.05.txt,150,634,150,7,7,7,0,true,0
synth-n_150-m_666-k_20-p_0.05.txt,150,666,56,1,15,15,110,true,5
synth-n_150-m_704-k_25-p_0.05.txt,150,704,48,1,23,23,129,true,11
synth-n_150-m_781-k_50-p_0.05.txt,150,781,25,0,32,32,329,true,256
synth-n_150-m_782-k_30-p_0.05.txt,150,782,29,1,28,28,239,true,81
synth-n_150-m_805-k_70-p_0.05.txt,150,805,12,0,43,0,730,false,90000
synth-n_1600-m_137884-k_70-p_0.1.txt,1600,137884,0,0,-1,70,1653,true,5571
synth-n_1600-m_141523-k_100-p_0.1.txt,1600,141523,0,0,-1,100,1677,true,4926
synth-n_1600-m_143789-k_120-p_0.1.txt,1600,143789,0,0,-1,120,1685,true,4841
synth-n_1600-m_147721-k_150-p_0.1.txt,1600,147721,0,0,-1,150,1700,true,4579
synth-n_1600-m_152838-k_200-p_0.1.txt,1600,152838,0,0,-1,200,1728,true,4460
synth-n_1600-m_273042-k_70-p_0.2.txt,1600,273042,0,0,-1,70,1638,true,7935
synth-n_1600-m_279359-k_100-p_0.2.txt,1600,279359,0,0,-1,100,1653,true,7749
synth-n_1600-m_284773-k_120-p_0.2.txt,1600,284773,0,0,-1,120,1664,true,7437
synth-n_1600-m_290831-k_150-p_0.2.txt,1600,290831,0,0,-1,150,1677,true,7246
synth-n_1600-m_301143-k_200-p_0.2.txt,1600,301143,0,0,-1,200,1701,true,6782
synth-n_1600-m_68907-k_70-p_0.05.txt,1600,68907,2,0,70,70,1668,true,3780
synth-n_1600-m_70865-k_100-p_0.05.txt,1600,70865,3,0,-1,100,1697,true,3355
synth-n_1600-m_72748-k_120-p_0.05.txt,1600,72748,0,0,-1,120,1717,true,3597
synth-n_1600-m_74607-k_150-p_0.05.txt,1600,74607,0,0,-1,150,1741,true,3200
synth-n_1600-m_77345-k_200-p_0.05.txt,1600,77345,0,0,-1,200,1783,true,3021
synth-n_200-m_1076-k_10-p_0.05.txt,200,1076,200,10,10,10,0,true,0
synth-n_200-m_1167-k_15-p_0.05.txt,200,1167,62,1,15,15,152,true,7
synth-n_200-m_1175-k_20-p_0.05.txt,200,1175,43,0,20,20,180,true,14
synth-n_200-m_1245-k_25-p_0.05.txt,200,1245,48,0,24,24,177,true,14
synth-n_200-m_1266-k_30-p_0.05.txt,200,1266,38,0,30,30,207,true,51
synth-n_200-m_1336-k_50-p_0.05.txt,200,1336,15,0,45,45,466,true,460
synth-n_200-m_1434-k_70-p_0.05.txt,200,1434,2,0,-1,0,1088,false,90000
synth-n_200-m_2169-k_15-p_0.1.txt,200,2169,25,1,15,15,187,true,18
synth-n_200-m_2199-k_10-p_0.1.txt,200,2199,20,0,10,10,190,true,20
synth-n_200-m_2293-k_20-p_0.1.txt,200,2293,12,0,20,20,209,true,13
synth-n_200-m_2369-k_25-p_0.1.txt,200,2369,13,0,25,25,213,true,14
synth-n_200-m_2491-k_30-p_0.1.txt,200,2491,8,0,30,30,220,true,17
synth-n_200-m_2592-k_50-p_0.1.txt,200,2592,1,0,50,50,248,true,41
synth-n_200-m_2772-k_70-p_0.1.txt,200,2772,0,0,70,70,819,true,2620
synth-n_200-m_4301-k_10-p_0.2.txt,200,4301,5,0,10,10,205,true,25
synth-n_200-m_4485-k_20-p_0.2.txt,200,4485,0,0,20,20,214,true,25
synth-n_200-m_4497-k_15-p_0.2.txt,200,4497,4,0,15,15,209,true,18
synth-n_200-m_4763-k_25-p_0.2.txt,200,4763,0,0,25,25,217,true,21
synth-n_200-m_4854-k_30-p_0.2.txt,200,4854,1,0,30,30,219,true,25
synth-n_200-m_5144-k_50-p_0.2.txt,200,5144,0,0,50,50,235,true,27
synth-n_200-m_5366-k_70-p_0.2.txt,200,5366,0,0,70,70,712,true,1938
synth-n_2000-m_106592-k_70-p_0.05.txt,2000,106592,9,0,70,70,2057,true,7335
synth-n_2000-m_108739-k_100-p_0.05.txt,2000,108739,1,0,-1,100,2098,true,7107
synth-n_2000-m_110886-k_120-p_0.05.txt,2000,110886,2,0,-1,120,2110,true,6628
synth-n_2000-m_112582-k_150-p_0.05.txt,2000,112582,0,0,-1,150,2144,true,7145
synth-n_2000-m_117145-k_200-p_0.05.txt,2000,117145,0,0,-1,200,2188,true,6489
synth-n_2000-m_212793-k_70-p_0.1.txt,2000,212793,0,0,-1,70,2050,true,10611
synth-n_2000-m_217131-k_100-p_0.1.txt,2000,217131,0,0,-1,100,2067,true,10346
synth-n_2000-m_220005-k_120-p_0.1.txt,2000,220005,0,0,-1,120,2083,true,9809
synth-n_2000-m_225391-k_150-p_0.1.txt,2000,225391,0,0,-1,150,2096,true,9394
synth-n_2000-m_233102-k_200-p_0.1.txt,2000,233102,0,0,-1,200,2120,true,9045
synth-n_2000-m_422023-k_70-p_0.2.txt,2000,422023,0,0,-1,70,2037,true,15796
synth-n_2000-m_430943-k_100-p_0.2.txt,2000,430943,0,0,-1,100,2053,true,15690
synth-n_2000-m_435643-k_120-p_0.2.txt,2000,435643,0,0,-1,120,2062,true,15602
synth-n_2000-m_444160-k_150-p_0.2.txt,2000,444160,0,0,-1,150,2076,true,14633
synth-n_2000-m_457573-k_200-p_0.2.txt,2000,457573,0,0,-1,200,2102,true,13910
synth-n_2300-m_142851-k_100-p_0.05.txt,2300,142851,1,0,-1,100,2396,true,10911
synth-n_2300-m_144829-k_120-p_0.05.txt,2300,144829,2,0,-1,120,2410,true,10741
synth-n_2300-m_147738-k_150-p_0.05.txt,2300,147738,1,0,-1,150,2442,true,10583
synth-n_2300-m_152429-k_200-p_0.05.txt,2300,152429,0,0,-1,200,2480,true,10020
synth-n_2300-m_284623-k_100-p_0.1.txt,2300,284623,0,0,-1,100,2367,true,16170
synth-n_2300-m_286796-k_120-p_0.1.txt,2300,286796,0,0,-1,120,2379,true,15191
synth-n_2300-m_292795-k_150-p_0.1.txt,2300,292795,0,0,-1,150,2391,true,15140
synth-n_2300-m_302503-k_200-p_0.1.txt,2300,302503,0,0,-1,200,2428,true,14298
synth-n_2300-m_563042-k_100-p_0.2.txt,2300,563042,0,0,-1,100,2353,true,24698
synth-n_2300-m_569928-k_120-p_0.2.txt,2300,569928,0,0,-1,120,2363,true,24593
synth-n_2300-m_580179-k_150-p_0.2.txt,2300,580179,0,0,-1,150,2377,true,25040
synth-n_2300-m_595551-k_200-p_0.2.txt,2300,595551,0,0,-1,200,2402,true,23178
synth-n_250-m_1653-k_10-p_0.05.txt,250,1653,250,10,10,10,0,true,0
synth-n_250-m_1708-k_15-p_0.05.txt,250,1708,79,1,15,15,186,true,10
synth-n_250-m_1797-k_25-p_0.05.txt,250,1797,39,0,25,25,244,true,32
synth-n_250-m_1806-k_20-p_0.05.txt,250,1806,67,1,20,20,202,true,13
synth-n_250-m_1841-k_30-p_0.05.txt,250,1841,32,0,30,30,249,true,23
synth-n_250-m_1998-k_50-p_0.05.txt,250,1998,12,0,50,50,422,true,342
synth-n_250-m_2173-k_70-p_0.05.txt,250,2173,9,0,69,69,862,true,4184
synth-n_250-m_2260-k_100-p_0.05.txt,250,2260,0,0,-1,0,2432,false,90000
synth-n_250-m_2350-k_120-p_0.05.txt,250,2350,0,0,-1,0,2785,false,90000
synth-n_250-m_3237-k_10-p_0.1.txt,250,3237,23,0,10,10,237,true,26
synth-n_250-m_3416-k_15-p_0.1.txt,250,3416,20,0,15,15,245,true,29
synth-n_250-m_3493-k_25-p_0.1.txt,250,3493,13,1,25,25,261,true,18
synth-n_250-m_3591-k_20-p_0.1.txt,250,3591,9,0,20,20,262,true,20
synth-n_250-m_3730-k_30-p_0.1.txt,250,3730,4,0,30,30,276,true,20
synth-n_250-m_3992-k_50-p_0.1.txt,250,3992,0,0,50,50,294,true,28
synth-n_250-m_4149-k_70-p_0.1.txt,250,4149,0,0,70,70,328,true,78
synth-n_250-m_4386-k_100-p_0.1.txt,250,4386,0,0,-1,0,1147,false,90000
synth-n_250-m_4530-k_120-p_0.1.txt,250,4530,0,0,-1,0,1790,false,90000
synth-n_250-m_6567-k_10-p_0.2.txt,250,6567,6,0,10,10,253,true,29
synth-n_250-m_6839-k_20-p_0.2.txt,250,6839,3,0,20,20,266,true,29
synth-n_250-m_6880-k_15-p_0.2.txt,250,6880,2,0,15,15,260,true,38
synth-n_250-m_7102-k_25-p_0.2.txt,250,7102,1,0,25,25,268,true,28
synth-n_250-m_7321-k_30-p_0.2.txt,250,7321,1,0,30,30,271,true,28
synth-n_250-m_8019-k_50-p_0.2.txt,250,8019,0,0,50,50,282,true,35
synth-n_250-m_8255-k_70-p_0.2.txt,250,8255,0,0,70,70,296,true,44
synth-n_250-m_8674-k_100-p_0.2.txt,250,8674,0,0,100,100,1943,true,39582
synth-n_250-m_8784-k_120-p_0.2.txt,250,8784,0,0,-1,0,2492,false,90000
synth-n_2600-m_181265-k_100-p_0.05.txt,2600,181265,2,0,-1,100,2691,true,16547
synth-n_2600-m_183371-k_120-p_0.05.txt,2600,183371,0,0,-1,120,2713,true,18165
synth-n_2600-m_186921-k_150-p_0.05.txt,2600,186921,1,0,-1,150,2741,true,16646
synth-n_2600-m_190932-k_200-p_0.05.txt,2600,190932,0,0,-1,200,2782,true,15658
synth-n_2600-m_360584-k_100-p_0.1.txt,2600,360584,0,0,-1,100,2667,true,23532
synth-n_2600-m_364394-k_120-p_0.1.txt,2600,364394,0,0,-1,120,2675,true,23070
synth-n_2600-m_370561-k_150-p_0.1.txt,2600,370561,0,0,-1,150,2694,true,23129
synth-n_2600-m_380919-k_200-p_0.1.txt,2600,380919,0,0,-1,200,2719,true,20936
synth-n_2600-m_716555-k_100-p_0.2.txt,2600,716555,0,0,-1,100,2652,true,36964
synth-n_2600-m_722675-k_120-p_0.2.txt,2600,722675,0,0,-1,120,2661,true,37637
synth-n_2600-m_735701-k_150-p_0.2.txt,2600,735701,0,0,-1,150,2677,true,35923
synth-n_2600-m_752513-k_200-p_0.2.txt,2600,752513,0,0,-1,200,2702,true,33674
synth-n_300-m_10021-k_20-p_0.2.txt,300,10021,1,0,20,20,315,true,56
synth-n_300-m_10113-k_25-p_0.2.txt,300,10113,1,0,25,25,316,true,45
synth-n_300-m_10205-k_30-p_0.2.txt,300,10205,0,0,30,30,322,true,52
synth-n_300-m_10954-k_50-p_0.2.txt,300,10954,0,0,50,50,330,true,49
synth-n_300-m_11628-k_70-p_0.2.txt,300,11628,0,0,70,70,344,true,73
synth-n_300-m_12194-k_100-p_0.2.txt,300,12194,0,0,100,100,753,true,2609
synth-n_300-m_12407-k_120-p_0.2.txt,300,12407,0,0,120,0,2619,false,90000
synth-n_300-m_2373-k_15-p_0.05.txt,300,2373,70,0,15,15,246,true,25
synth-n_300-m_2470-k_20-p_0.05.txt,300,2470,74,1,20,20,246,true,15
synth-n_300-m_2597-k_25-p_0.05.txt,300,2597,48,0,25,25,277,true,17
synth-n_300-m_2657-k_30-p_0.05.txt,300,2657,30,0,30,30,298,true,32
synth-n_300-m_2835-k_50-p_0.05.txt,300,2835,13,0,50,50,343,true,63
synth-n_300-m_2943-k_70-p_0.05.txt,300,2943,9,0,70,70,532,true,783
synth-n_300-m_3132-k_100-p_0.05.txt,300,3132,1,0,-1,0,1833,false,90000
synth-n_300-m_3265-k_120-p_0.05.txt,300,3265,1,0,-1,0,2619,false,90000
synth-n_300-m_4857-k_15-p_0.1.txt,300,4857,26,0,15,15,289,true,39
synth-n_300-m_4934-k_25-p_0.1.txt,300,4934,11,0,25,25,313,true,35
synth-n_300-m_4954-k_20-p_0.1.txt,300,4954,18,0,20,20,302,true,42
synth-n_300-m_5319-k_30-p_0.1.txt,300,5319,6,0,30,30,324,true,33
synth-n_300-m_5550-k_50-p_0.1.txt,300,5550,1,0,50,50,345,true,47
synth-n_300-m_5939-k_70-p_0.1.txt,300,5939,0,0,70,70,368,true,61
synth-n_300-m_6233-k_100-p_0.1.txt,300,6233,0,0,100,100,1039,true,2743
synth-n_300-m_6319-k_120-p_0.1.txt,300,6319,0,0,120,0,1668,false,90000
synth-n_300-m_9556-k_15-p_0.2.txt,300,9556,1,0,15,15,311,true,54
synth-n_3000-m_240581-k_120-p_0.05.txt,3000,240581,0,0,-1,120,3109,true,26797
synth-n_3000-m_245845-k_150-p_0.05.txt,3000,245845,0,0,-1,150,3136,true,26262
synth-n_3000-m_251178-k_200-p_0.05.txt,3000,251178,0,0,-1,200,3184,true,24826
synth-n_3000-m_480800-k_120-p_0.1.txt,3000,480800,0,0,-1,120,3075,true,37520
synth-n_3000-m_488450-k_150-p_0.1.txt,3000,488450,0,0,-1,150,3089,true,35874
synth-n_3000-m_498304-k_200-p_0.1.txt,3000,498304,0,0,-1,200,3120,true,33819
synth-n_3000-m_954655-k_120-p_0.2.txt,3000,954655,0,0,-1,120,3063,true,58392
synth-n_3000-m_967399-k_150-p_0.2.txt,3000,967399,0,0,-1,150,3077,true,57362
