name,n,m,k_optimal,k_solved,k_start,verified,pre_removed_nodes,removed_flowers,recursive_steps,millis
synth-n_2600-m_380919-k_200-p_0.1.txt,2600,380919,-1,197,0,false,0,0,216,183546
synth-n_2600-m_716555-k_100-p_0.2.txt,2600,716555,-1,100,0,false,0,0,108,197671
synth-n_2600-m_722675-k_120-p_0.2.txt,2600,722675,-1,120,0,false,0,0,127,189448
synth-n_2600-m_735701-k_150-p_0.2.txt,2600,735701,-1,150,0,false,0,0,170,198371
synth-n_2600-m_752513-k_200-p_0.2.txt,2600,752513,-1,199,0,false,0,0,207,187537
synth-n_300-m_10021-k_20-p_0.2.txt,300,10021,-1,20,0,false,1,0,40,434
synth-n_300-m_10113-k_25-p_0.2.txt,300,10113,-1,25,0,false,1,0,47,533
synth-n_300-m_10205-k_30-p_0.2.txt,300,10205,-1,30,0,false,0,0,57,636
synth-n_300-m_10954-k_50-p_0.2.txt,300,10954,-1,50,0,false,0,0,215,1715
synth-n_300-m_11628-k_70-p_0.2.txt,300,11628,-1,70,0,false,0,0,1068,6219
synth-n_300-m_12194-k_100-p_0.2.txt,300,12194,-1,100,0,false,0,0,4836,23804
synth-n_300-m_12407-k_120-p_0.2.txt,300,12407,-1,120,0,false,0,0,21763,103538
synth-n_300-m_2373-k_15-p_0.05.txt,300,2373,-1,15,0,false,70,0,23,14
synth-n_300-m_2470-k_20-p_0.05.txt,300,2470,-1,20,1,false,74,0,48,29
synth-n_300-m_2597-k_25-p_0.05.txt,300,2597,-1,25,0,false,48,0,47,38
