name,n,m,k_optimal,k_solved,k_start,verified,pre_removed_nodes,removed_flowers,recursive_steps,millis,packing_millis
synth-n_150-m_1423-k_30-p_0.1.txt,150,1423,-1,30,0,false,8,0,411,377,11
synth-n_1000-m_27142-k_50-p_0.05.txt,1000,27142,-1,50,0,false,13,0,44,302,61
synth-n_1300-m_46137-k_70-p_0.05.txt,1300,46137,-1,70,0,false,10,0,65,2037,57
synth-n_1300-m_47847-k_100-p_0.05.txt,1300,47847,-1,100,0,false,2,0,140,7827,62
synth-n_1000-m_116757-k_120-p_0.2.txt,1000,116757,-1,120,0,false,0,0,150,20928,54
synth-n_1000-m_30795-k_150-p_0.05.txt,1000,30795,-1,150,0,false,0,0,938,25570,38
synth-n_1300-m_178841-k_50-p_0.2.txt,1300,178841,-1,50,0,false,0,0,48,13437,75
synth-n_1300-m_99879-k_150-p_0.1.txt,1300,99879,-1,150,0,false,0,0,344,45182,74
synth-n_150-m_1561-k_70-p_0.1.txt,150,1561,-1,52,0,false,1,0,844160,180001,1
synth-n_200-m_1336-k_50-p_0.05.txt,200,1336,-1,44,0,false,15,0,529959,180000,1
synth-n_1300-m_104213-k_200-p_0.1.txt,1300,104213,-1,200,0,false,0,0,1022,102900,83
synth-n_1300-m_95352-k_100-p_0.1.txt,1300,95352,-1,100,0,false,0,0,110,15930,60
synth-n_1600-m_273042-k_70-p_0.2.txt,1600,273042,-1,70,0,false,0,0,68,36583,113
synth-n_2000-m_422023-k_70-p_0.2.txt,2000,422023,-1,70,0,false,0,0,67,65270,234
synth-n_2600-m_716555-k_100-p_0.2.txt,2600,716555,-1,100,0,false,0,0,78,181741,485
synth-n_3000-m_240581-k_120-p_0.05.txt,3000,240581,-1,120,0,false,0,0,145,79262,295
usairport-n_1577,1574,28236,-1,455,243,false,1189,0,51560,5312,2
blogs-n_1227,1224,19022,-1,262,87,false,778,0,9906,8882,2
chess-n_1500,1075,2561,-1,127,45,false,859,0,757655,126412,0
chess-n_7303,7301,60046,-1,1276,85,false,2958,0,815,180177,1318
link-kv-n_1000,644,4081,-1,234,63,false,440,0,197279,15232,3
