name,n,m,pre_removed_nodes,k_start,k_optimal,k_solved,num_constraints,verified,millis
synth-n_200-m_5366-k_70-p_0.2.txt,200,5366,0,0,70,70,690,true,3381
synth-n_2000-m_106592-k_70-p_0.05.txt,2000,106592,9,0,70,70,152,true,73525
synth-n_2000-m_108739-k_100-p_0.05.txt,2000,108739,1,0,-1,0,209,false,90000
synth-n_2000-m_110886-k_120-p_0.05.txt,2000,110886,2,0,-1,0,228,false,90000
synth-n_2000-m_112582-k_150-p_0.05.txt,2000,112582,0,0,-1,0,236,false,90000
synth-n_2000-m_117145-k_200-p_0.05.txt,2000,117145,0,0,-1,0,240,false,90000
synth-n_2000-m_212793-k_70-p_0.1.txt,2000,212793,0,0,-1,0,133,false,90000
synth-n_2000-m_217131-k_100-p_0.1.txt,2000,217131,0,0,-1,0,152,false,90000
synth-n_2000-m_220005-k_120-p_0.1.txt,2000,220005,0,0,-1,0,142,false,90000
synth-n_2000-m_225391-k_150-p_0.1.txt,2000,225391,0,0,-1,0,144,false,90000
synth-n_2000-m_233102-k_200-p_0.1.txt,2000,233102,0,0,-1,0,139,false,90000
synth-n_2000-m_422023-k_70-p_0.2.txt,2000,422023,0,0,-1,0,70,false,90000
synth-n_2000-m_430943-k_100-p_0.2.txt,2000,430943,0,0,-1,0,67,false,90000
synth-n_2000-m_435643-k_120-p_0.2.txt,2000,435643,0,0,-1,0,66,false,90000
synth-n_2000-m_444160-k_150-p_0.2.txt,2000,444160,0,0,-1,0,62,false,90000
synth-n_2000-m_457573-k_200-p_0.2.txt,2000,457573,0,0,-1,0,58,false,90000
synth-n_2300-m_142851-k_100-p_0.05.txt,2300,142851,1,0,-1,0,147,false,90000
synth-n_2300-m_144829-k_120-p_0.05.txt,2300,144829,2,0,-1,0,149,false,90000
synth-n_2300-m_147738-k_150-p_0.05.txt,2300,147738,1,0,-1,0,159,false,90000
synth-n_2300-m_152429-k_200-p_0.05.txt,2300,152429,0,0,-1,0,163,false,90000
synth-n_2300-m_284623-k_100-p_0.1.txt,2300,284623,0,0,-1,0,97,false,90000
synth-n_2300-m_286796-k_120-p_0.1.txt,2300,286796,0,0,-1,0,102,false,90000
synth-n_2300-m_292795-k_150-p_0.1.txt,2300,292795,0,0,-1,0,98,false,90000
synth-n_2300-m_302503-k_200-p_0.1.txt,2300,302503,0,0,-1,0,98,false,90000
synth-n_2300-m_563042-k_100-p_0.2.txt,2300,563042,0,0,-1,0,46,false,90000
synth-n_2300-m_569928-k_120-p_0.2.txt,2300,569928,0,0,-1,0,46,false,90000
synth-n_2300-m_580179-k_150-p_0.2.txt,2300,580179,0,0,-1,0,43,false,90000
synth-n_2300-m_595551-k_200-p_0.2.txt,2300,595551,0,0,-1,0,39,false,90000
synth-n_250-m_1653-k_10-p_0.05.txt,250,1653,250,10,10,10,0,true,0
synth-n_250-m_1708-k_15-p_0.05.txt,250,1708,79,1,15,15,22,true,21
synth-n_250-m_1797-k_25-p_0.05.txt,250,1797,39,0,25,25,60,true,78
synth-n_250-m_1806-k_20-p_0.05.txt,250,1806,67,1,20,20,35,true,45
synth-n_250-m_1841-k_30-p_0.05.txt,250,1841,32,0,30,30,73,true,122
synth-n_250-m_1998-k_50-p_0.05.txt,250,1998,12,0,50,50,292,true,608
synth-n_250-m_2173-k_70-p_0.05.txt,250,2173,9,0,69,69,577,true,2878
synth-n_250-m_2260-k_100-p_0.05.txt,250,2260,0,0,-1,0,2119,false,90000
synth-n_250-m_2350-k_120-p_0.05.txt,250,2350,0,0,-1,0,2367,false,90000
synth-n_250-m_3237-k_10-p_0.1.txt,250,3237,23,0,10,10,16,true,34
synth-n_250-m_3416-k_15-p_0.1.txt,250,3416,20,0,15,15,29,true,83
synth-n_250-m_3493-k_25-p_0.1.txt,250,3493,13,1,25,25,51,true,139
synth-n_250-m_3591-k_20-p_0.1.txt,250,3591,9,0,20,20,44,true,124
synth-n_250-m_3730-k_30-p_0.1.txt,250,3730,4,0,30,30,224,true,698
synth-n_250-m_3992-k_50-p_0.1.txt,250,3992,0,0,50,50,577,true,1567
synth-n_250-m_4149-k_70-p_0.1.txt,250,4149,0,0,70,70,616,true,1613
synth-n_250-m_4386-k_100-p_0.1.txt,250,4386,0,0,-1,0,1482,false,90000
synth-n_250-m_4530-k_120-p_0.1.txt,250,4530,0,0,-1,0,2887,false,90000
synth-n_250-m_6567-k_10-p_0.2.txt,250,6567,6,0,10,10,23,true,120
synth-n_250-m_6839-k_20-p_0.2.txt,250,6839,3,0,20,20,138,true,675
synth-n_250-m_6880-k_15-p_0.2.txt,250,6880,2,0,15,15,31,true,175
synth-n_250-m_7102-k_25-p_0.2.txt,250,7102,1,0,25,25,68,true,331
synth-n_250-m_7321-k_30-p_0.2.txt,250,7321,1,0,30,30,451,true,1888
synth-n_250-m_8019-k_50-p_0.2.txt,250,8019,0,0,50,50,332,true,1419
synth-n_250-m_8255-k_70-p_0.2.txt,250,8255,0,0,70,70,933,true,3622
synth-n_250-m_8674-k_100-p_0.2.txt,250,8674,0,0,100,100,1819,true,52311
synth-n_250-m_8784-k_120-p_0.2.txt,250,8784,0,0,-1,0,2510,false,90000
synth-n_2600-m_181265-k_100-p_0.05.txt,2600,181265,2,0,-1,0,114,false,90000
synth-n_2600-m_183371-k_120-p_0.05.txt,2600,183371,0,0,-1,0,117,false,90000
synth-n_2600-m_186921-k_150-p_0.05.txt,2600,186921,1,0,-1,0,121,false,90000
synth-n_2600-m_190932-k_200-p_0.05.txt,2600,190932,0,0,-1,0,119,false,90000
