name,n,m,k_optimal,k_solved,k_start,verified,pre_removed_nodes,packing_size,heuristic_size,packing_millis,millis,recursive_steps
synth-n_250-m_8019-k_50-p_0.2.txt,250,8019,50,50,0,true,0,50,50,13,108,0
synth-n_250-m_8255-k_70-p_0.2.txt,250,8255,70,70,0,true,0,70,70,12,802,0
synth-n_250-m_8674-k_100-p_0.2.txt,250,8674,100,100,0,true,0,81,102,4537,35099,27678
synth-n_250-m_8784-k_120-p_0.2.txt,250,8784,-1,133,0,false,0,82,139,16072,90001,123990
synth-n_2600-m_181265-k_100-p_0.05.txt,2600,181265,100,100,0,true,2,100,100,7129,8361,0
synth-n_2600-m_183371-k_120-p_0.05.txt,2600,183371,120,120,0,true,0,120,120,6480,8285,0
synth-n_2600-m_186921-k_150-p_0.05.txt,2600,186921,150,150,0,true,1,150,150,6155,7946,0
synth-n_2600-m_190932-k_200-p_0.05.txt,2600,190932,200,200,0,true,0,200,200,5244,7480,0
synth-n_2600-m_360584-k_100-p_0.1.txt,2600,360584,100,100,0,true,0,100,100,10044,13490,0
synth-n_2600-m_364394-k_120-p_0.1.txt,2600,364394,120,120,0,true,0,120,120,10033,13443,0
synth-n_2600-m_370561-k_150-p_0.1.txt,2600,370561,150,150,0,true,0,150,150,10039,14610,0
synth-n_2600-m_380919-k_200-p_0.1.txt,2600,380919,200,200,0,true,0,200,200,9753,14354,0
synth-n_2600-m_716555-k_100-p_0.2.txt,2600,716555,100,100,0,true,0,100,100,10096,18272,0
synth-n_2600-m_722675-k_120-p_0.2.txt,2600,722675,120,120,0,true,0,120,120,10086,19534,0
synth-n_2600-m_735701-k_150-p_0.2.txt,2600,735701,150,150,0,true,0,150,150,10103,20607,0
synth-n_2600-m_752513-k_200-p_0.2.txt,2600,752513,200,200,0,true,0,200,200,10069,23816,0
synth-n_300-m_10021-k_20-p_0.2.txt,300,10021,20,20,0,true,1,20,20,27,42,0
synth-n_300-m_10113-k_25-p_0.2.txt,300,10113,25,25,0,true,1,25,25,30,66,0
synth-n_300-m_10205-k_30-p_0.2.txt,300,10205,30,30,0,true,0,30,30,24,46,0
synth-n_300-m_10954-k_50-p_0.2.txt,300,10954,50,50,0,true,0,50,50,21,53,0
synth-n_300-m_11628-k_70-p_0.2.txt,300,11628,70,70,0,true,0,70,70,19,64,0
synth-n_300-m_12194-k_100-p_0.2.txt,300,12194,100,100,0,true,0,96,102,177,1615,409
synth-n_300-m_12407-k_120-p_0.2.txt,300,12407,120,120,0,true,0,99,126,5457,43379,22204
synth-n_300-m_2373-k_15-p_0.05.txt,300,2373,15,15,0,true,70,15,15,5,9,0
synth-n_300-m_2470-k_20-p_0.05.txt,300,2470,20,20,1,true,74,19,19,5,10,0
synth-n_300-m_2597-k_25-p_0.05.txt,300,2597,25,25,0,true,48,25,25,7,12,0
synth-n_300-m_2657-k_30-p_0.05.txt,300,2657,30,30,0,true,30,30,30,8,13,0
synth-n_300-m_2835-k_50-p_0.05.txt,300,2835,50,50,0,true,13,50,51,15,1030,42
synth-n_300-m_2943-k_70-p_0.05.txt,300,2943,70,70,0,true,9,63,72,2090,4591,5814
synth-n_300-m_3132-k_100-p_0.05.txt,300,3132,-1,105,0,false,1,77,118,59994,90001,173702
synth-n_300-m_3265-k_120-p_0.05.txt,300,3265,-1,122,0,false,1,81,131,63707,90001,184944
synth-n_300-m_4857-k_15-p_0.1.txt,300,4857,15,15,0,true,26,15,15,15,23,0
synth-n_300-m_4934-k_25-p_0.1.txt,300,4934,25,25,0,true,11,25,25,22,36,0
synth-n_300-m_4954-k_20-p_0.1.txt,300,4954,20,20,0,true,18,20,20,18,29,0
synth-n_300-m_5319-k_30-p_0.1.txt,300,5319,30,30,0,true,6,30,30,25,48,0
synth-n_300-m_5550-k_50-p_0.1.txt,300,5550,50,50,0,true,1,50,50,20,85,0
synth-n_300-m_5939-k_70-p_0.1.txt,300,5939,70,70,0,true,0,70,70,16,149,0
synth-n_300-m_6233-k_100-p_0.1.txt,300,6233,100,100,0,true,0,92,105,740,4485,4235
synth-n_300-m_6319-k_120-p_0.1.txt,300,6319,120,123,0,false,0,95,138,26877,90001,132685
synth-n_300-m_9556-k_15-p_0.2.txt,300,9556,15,15,0,true,1,15,15,29,45,0
synth-n_3000-m_240581-k_120-p_0.05.txt,3000,240581,120,120,0,true,0,120,120,10026,11771,0
synth-n_3000-m_245845-k_150-p_0.05.txt,3000,245845,150,150,0,true,0,150,150,10026,12580,0
synth-n_3000-m_251178-k_200-p_0.05.txt,3000,251178,200,200,0,true,0,200,200,9542,12211,0
synth-n_3000-m_480800-k_120-p_0.1.txt,3000,480800,120,120,0,true,0,120,120,10057,15184,0
synth-n_3000-m_488450-k_150-p_0.1.txt,3000,488450,150,150,0,true,0,150,150,10061,17225,0
synth-n_3000-m_498304-k_200-p_0.1.txt,3000,498304,200,200,0,true,0,200,200,10058,16844,0
synth-n_3000-m_954655-k_120-p_0.2.txt,3000,954655,120,120,0,true,0,120,120,10227,25412,0
synth-n_3000-m_967399-k_150-p_0.2.txt,3000,967399,150,150,0,true,0,150,150,10179,29056,0
synth-n_3000-m_988910-k_200-p_0.2.txt,3000,988910,200,200,0,true,0,200,200,10149,28312,0
synth-n_3500-m_1289316-k_120-p_0.2.txt,3500,1289316,120,120,0,true,0,120,120,10311,30731,0
synth-n_3500-m_1304726-k_150-p_0.2.txt,3500,1304726,150,150,0,true,0,150,150,10329,37863,0
synth-n_3500-m_1330654-k_200-p_0.2.txt,3500,1330654,200,200,0,true,0,200,200,10386,39270,0
synth-n_3500-m_325120-k_120-p_0.05.txt,3500,325120,120,120,0,true,0,120,120,10039,12572,0
synth-n_3500-m_330042-k_150-p_0.05.txt,3500,330042,150,150,0,true,0,150,150,10051,14072,0
synth-n_3500-m_337087-k_200-p_0.05.txt,3500,337087,200,200,0,true,0,200,200,10034,13587,0
synth-n_3500-m_649101-k_120-p_0.1.txt,3500,649101,120,120,0,true,0,120,120,10108,19023,0
synth-n_3500-m_657209-k_150-p_0.1.txt,3500,657209,150,150,0,true,0,150,150,10091,17983,0
synth-n_3500-m_672789-k_200-p_0.1.txt,3500,672789,200,200,0,true,0,200,200,10077,20156,0
synth-n_400-m_10064-k_70-p_0.1.txt,400,10064,70,70,0,true,0,70,70,28,75,0
synth-n_400-m_10528-k_100-p_0.1.txt,400,10528,100,100,0,true,0,100,100,22,129,0
synth-n_400-m_10934-k_120-p_0.1.txt,400,10934,120,120,0,true,0,119,121,80,1206,178
synth-n_400-m_11482-k_150-p_0.1.txt,400,11482,150,149,0,false,0,128,153,18582,90001,68178
synth-n_400-m_16937-k_15-p_0.2.txt,400,16937,15,15,0,true,4,15,15,62,98,0
synth-n_400-m_17175-k_20-p_0.2.txt,400,17175,20,20,0,true,0,20,20,66,95,0
synth-n_400-m_17488-k_25-p_0.2.txt,400,17488,25,25,0,true,0,25,25,67,96,0
synth-n_400-m_17822-k_30-p_0.2.txt,400,17822,30,30,0,true,0,30,30,62,108,0
synth-n_400-m_18943-k_50-p_0.2.txt,400,18943,50,50,0,true,0,50,50,56,120,0
synth-n_400-m_19735-k_70-p_0.2.txt,400,19735,70,70,0,true,0,70,70,46,188,0
synth-n_400-m_20559-k_100-p_0.2.txt,400,20559,100,100,0,true,0,100,100,41,829,0
synth-n_400-m_21181-k_120-p_0.2.txt,400,21181,120,120,0,true,0,120,120,37,267,0
synth-n_400-m_21916-k_150-p_0.2.txt,400,21916,150,150,0,true,0,132,156,6880,30300,8254
synth-n_400-m_4229-k_20-p_0.05.txt,400,4229,20,20,1,true,69,18,19,17,1024,4
synth-n_400-m_4312-k_15-p_0.05.txt,400,4312,15,15,3,true,100,12,12,9,13,0
synth-n_400-m_4511-k_25-p_0.05.txt,400,4511,25,25,1,true,58,24,24,16,22,0
synth-n_400-m_4551-k_30-p_0.05.txt,400,4551,30,30,0,true,38,30,30,19,26,0
synth-n_400-m_4714-k_50-p_0.05.txt,400,4714,50,50,0,true,17,49,50,24,1032,1
synth-n_400-m_5045-k_70-p_0.05.txt,400,5045,70,70,0,true,10,70,70,19,137,0
synth-n_400-m_5336-k_100-p_0.05.txt,400,5336,100,100,0,true,1,95,101,318,1601,625
synth-n_400-m_5606-k_120-p_0.05.txt,400,5606,120,119,0,false,2,109,129,32835,90001,118015
synth-n_400-m_5840-k_150-p_0.05.txt,400,5840,-1,161,0,false,0,114,167,56017,90001,129094
synth-n_400-m_8510-k_15-p_0.1.txt,400,8510,15,15,3,true,29,12,12,28,37,0
synth-n_400-m_8590-k_20-p_0.1.txt,400,8590,20,20,1,true,24,19,19,27,36,0
synth-n_400-m_8815-k_25-p_0.1.txt,400,8815,25,25,0,true,7,25,25,39,56,0
synth-n_400-m_9014-k_30-p_0.1.txt,400,9014,30,30,0,true,9,30,30,32,46,0
synth-n_400-m_9687-k_50-p_0.1.txt,400,9687,50,50,0,true,1,50,50,32,61,0
synth-n_4000-m_1691611-k_150-p_0.2.txt,4000,1691611,150,150,0,true,0,150,150,14821,61575,0
synth-n_4000-m_1721128-k_200-p_0.2.txt,4000,1721128,200,200,0,true,0,200,200,12193,50368,0
synth-n_4000-m_427463-k_150-p_0.05.txt,4000,427463,150,150,0,true,0,150,150,10049,15637,0
synth-n_4000-m_437663-k_200-p_0.05.txt,4000,437663,200,200,0,true,0,200,200,10054,15030,0
synth-n_4000-m_852262-k_150-p_0.1.txt,4000,852262,150,150,0,true,0,150,150,10133,21735,0
synth-n_4000-m_868734-k_200-p_0.1.txt,4000,868734,200,200,0,true,0,200,200,10160,24204,0
synth-n_50-m_139-k_5-p_0.1.txt,50,139,1,1,1,true,50,0,0,0,1,0
synth-n_50-m_143-k_10-p_0.1.txt,50,143,5,5,5,true,50,0,0,0,0,0
synth-n_50-m_164-k_15-p_0.1.txt,50,164,9,9,1,true,17,7,8,1,1004,5
synth-n_50-m_169-k_20-p_0.1.txt,50,169,9,9,0,true,18,7,9,0,1004,22
synth-n_50-m_269-k_5-p_0.2.txt,50,269,5,5,0,true,20,5,5,1,2,0
synth-n_50-m_293-k_10-p_0.2.txt,50,293,10,10,0,true,9,9,10,0,1003,1
synth-n_50-m_325-k_15-p_0.2.txt,50,325,15,15,0,true,4,12,15,7,1013,104
synth-n_50-m_343-k_20-p_0.2.txt,50,343,19,19,0,true,1,13,19,21,1043,425
synth-n_50-m_72-k_5-p_0.05.txt,49,72,2,2,2,true,49,0,0,0,0,0
synth-n_50-m_84-k_10-p_0.05.txt,49,84,1,1,1,true,49,0,0,0,0,0
synth-n_50-m_92-k_20-p_0.05.txt,50,92,2,2,2,true,50,0,0,0,1,0
synth-n_50-m_95-k_15-p_0.05.txt,46,95,4,4,0,true,35,4,4,0,1,0
synth-n_500-m_13283-k_20-p_0.1.txt,500,13283,20,20,0,true,9,20,20,68,83,0
synth-n_500-m_13672-k_25-p_0.1.txt,500,13672,25,25,0,true,10,25,25,64,84,0
synth-n_500-m_13710-k_30-p_0.1.txt,500,13710,30,30,0,true,4,30,30,74,109,0
synth-n_500-m_14453-k_50-p_0.1.txt,500,14453,50,50,0,true,3,50,50,64,107,0
synth-n_500-m_15273-k_70-p_0.1.txt,500,15273,70,70,0,true,0,70,70,59,115,0
synth-n_500-m_15985-k_100-p_0.1.txt,500,15985,100,100,0,true,0,100,100,43,124,0
synth-n_500-m_16565-k_120-p_0.1.txt,500,16565,120,120,0,true,0,120,120,40,983,0
synth-n_500-m_17327-k_150-p_0.1.txt,500,17327,150,150,0,true,0,150,152,132,1423,295
synth-n_500-m_17907-k_200-p_0.1.txt,500,17907,-1,200,0,false,0,163,212,20198,90001,47333
synth-n_500-m_26431-k_20-p_0.2.txt,500,26431,20,20,0,true,0,20,20,133,190,0
synth-n_500-m_26954-k_25-p_0.2.txt,500,26954,25,25,0,true,2,25,25,134,190,0
synth-n_500-m_27136-k_30-p_0.2.txt,500,27136,30,30,0,true,0,30,30,136,210,0
synth-n_500-m_28432-k_50-p_0.2.txt,500,28432,50,50,0,true,0,50,50,108,186,0
synth-n_500-m_29623-k_70-p_0.2.txt,500,29623,70,70,0,true,0,70,70,104,243,0
synth-n_500-m_31513-k_100-p_0.2.txt,500,31513,100,100,0,true,0,100,100,80,255,0
synth-n_500-m_32243-k_120-p_0.2.txt,500,32243,120,120,0,true,0,120,120,78,245,0
synth-n_500-m_33353-k_150-p_0.2.txt,500,33353,150,150,0,true,0,150,150,84,719,0
synth-n_500-m_34356-k_200-p_0.2.txt,500,34356,200,199,0,false,0,165,206,8125,90002,14943
synth-n_500-m_6745-k_25-p_0.05.txt,500,6745,25,25,0,true,42,25,25,37,48,0
synth-n_500-m_6906-k_20-p_0.05.txt,500,6906,20,20,0,true,51,20,20,29,37,0
synth-n_500-m_6986-k_30-p_0.05.txt,500,6986,30,30,1,true,39,29,29,39,49,0
synth-n_500-m_7195-k_50-p_0.05.txt,500,7195,50,50,0,true,21,50,50,34,51,0
synth-n_500-m_7774-k_70-p_0.05.txt,500,7774,70,70,0,true,8,70,70,37,272,0
synth-n_500-m_8350-k_100-p_0.05.txt,500,8350,100,100,0,true,2,100,100,40,852,0
synth-n_500-m_8412-k_120-p_0.05.txt,500,8412,120,120,0,true,1,119,121,66,1131,123
synth-n_500-m_8716-k_150-p_0.05.txt,500,8716,150,149,0,false,0,139,155,28381,90001,83001
synth-n_500-m_9062-k_200-p_0.05.txt,500,9062,-1,216,0,false,0,150,228,58701,90001,92999
synth-n_700-m_13000-k_25-p_0.05.txt,700,13000,25,25,0,true,36,25,25,118,134,0
synth-n_700-m_13374-k_30-p_0.05.txt,700,13374,30,30,0,true,32,30,30,139,158,0
synth-n_700-m_13738-k_50-p_0.05.txt,700,13738,50,50,0,true,16,50,50,127,152,0
synth-n_700-m_14360-k_70-p_0.05.txt,700,14360,70,70,0,true,9,70,70,122,178,0
synth-n_700-m_14970-k_100-p_0.05.txt,700,14970,100,100,0,true,0,100,100,108,270,0
synth-n_700-m_15640-k_120-p_0.05.txt,700,15640,120,120,0,true,2,120,120,95,196,0
synth-n_700-m_16024-k_150-p_0.05.txt,700,16024,150,150,0,true,0,150,151,143,1303,142
synth-n_700-m_16823-k_200-p_0.05.txt,700,16823,200,200,0,true,0,194,204,8015,17613,7464
synth-n_700-m_26060-k_25-p_0.1.txt,700,26060,25,25,0,true,10,25,25,217,288,0
synth-n_700-m_26206-k_30-p_0.1.txt,700,26206,30,30,0,true,7,30,30,234,295,0
synth-n_700-m_27622-k_50-p_0.1.txt,700,27622,50,50,0,true,0,50,50,197,292,0
synth-n_700-m_28433-k_70-p_0.1.txt,700,28433,70,70,0,true,0,70,70,166,278,0
synth-n_700-m_29736-k_100-p_0.1.txt,700,29736,100,100,0,true,0,100,100,135,290,0
synth-n_700-m_30695-k_120-p_0.1.txt,700,30695,120,120,0,true,0,120,120,127,312,0
synth-n_700-m_31750-k_150-p_0.1.txt,700,31750,150,150,0,true,0,150,150,100,310,0
synth-n_700-m_33182-k_200-p_0.1.txt,700,33182,200,200,0,true,0,200,201,202,1639,196
synth-n_700-m_51621-k_25-p_0.2.txt,700,51621,25,25,0,true,1,25,25,356,472,0
synth-n_700-m_52169-k_30-p_0.2.txt,700,52169,30,30,0,true,0,30,30,383,523,0
synth-n_700-m_54187-k_50-p_0.2.txt,700,54187,50,50,0,true,0,50,50,328,522,0
synth-n_700-m_55984-k_70-p_0.2.txt,700,55984,70,70,0,true,0,70,70,316,565,0
synth-n_700-m_58597-k_100-p_0.2.txt,700,58597,100,100,0,true,0,100,100,278,616,0
synth-n_700-m_60598-k_120-p_0.2.txt,700,60598,120,120,0,true,0,120,120,203,558,0
synth-n_700-m_61751-k_150-p_0.2.txt,700,61751,150,150,0,true,0,150,150,191,617,0
synth-n_700-m_64387-k_200-p_0.2.txt,700,64387,200,200,0,true,0,200,201,443,2589,196
