name,n,m,k_optimal,k_solved,k_start,verified,pre_removed_nodes,packing_size,heuristic_size,packing_millis,millis,recursive_steps
synth-n_2600-m_190932-k_200-p_0.05.txt,2600,190932,200,200,0,true,0,200,200,5307,7556,0
synth-n_2600-m_360584-k_100-p_0.1.txt,2600,360584,100,100,0,true,0,100,100,10045,13403,0
synth-n_2600-m_364394-k_120-p_0.1.txt,2600,364394,120,120,0,true,0,120,120,10039,13367,0
synth-n_2600-m_370561-k_150-p_0.1.txt,2600,370561,150,150,0,true,0,150,150,10035,14452,0
synth-n_2600-m_380919-k_200-p_0.1.txt,2600,380919,200,200,0,true,0,200,200,9453,13981,0
synth-n_2600-m_716555-k_100-p_0.2.txt,2600,716555,100,100,0,true,0,100,100,10086,18969,0
synth-n_2600-m_722675-k_120-p_0.2.txt,2600,722675,120,120,0,true,0,120,120,10095,21734,0
synth-n_2600-m_735701-k_150-p_0.2.txt,2600,735701,150,150,0,true,0,150,150,10082,21545,0
synth-n_2600-m_752513-k_200-p_0.2.txt,2600,752513,200,200,0,true,0,200,200,10072,23245,0
synth-n_300-m_10021-k_20-p_0.2.txt,300,10021,20,20,0,true,1,20,20,27,42,0
synth-n_300-m_10113-k_25-p_0.2.txt,300,10113,25,25,0,true,1,25,25,25,77,0
synth-n_300-m_10205-k_30-p_0.2.txt,300,10205,30,30,0,true,0,30,30,24,47,0
synth-n_300-m_10954-k_50-p_0.2.txt,300,10954,50,50,0,true,0,50,50,21,58,0
synth-n_300-m_11628-k_70-p_0.2.txt,300,11628,70,70,0,true,0,70,70,18,109,0
synth-n_300-m_12194-k_100-p_0.2.txt,300,12194,100,100,0,true,0,96,100,181,10628,328
synth-n_300-m_12407-k_120-p_0.2.txt,300,12407,120,118,0,false,0,99,124,7999,90001,42118
synth-n_300-m_2373-k_15-p_0.05.txt,300,2373,15,15,0,true,70,15,15,6,9,0
synth-n_300-m_2470-k_20-p_0.05.txt,300,2470,20,20,1,true,74,19,19,5,9,0
synth-n_300-m_2597-k_25-p_0.05.txt,300,2597,25,25,0,true,48,25,25,10,14,0
synth-n_300-m_2657-k_30-p_0.05.txt,300,2657,30,30,0,true,30,30,30,8,14,0
synth-n_300-m_2835-k_50-p_0.05.txt,300,2835,50,50,0,true,13,50,50,11,9188,0
synth-n_300-m_2943-k_70-p_0.05.txt,300,2943,70,70,0,true,9,63,71,2557,14587,7598
synth-n_300-m_3132-k_100-p_0.05.txt,300,3132,-1,94,0,false,1,77,111,40931,90001,167004
synth-n_300-m_3265-k_120-p_0.05.txt,300,3265,-1,105,0,false,1,81,129,38430,90001,193593
synth-n_300-m_4857-k_15-p_0.1.txt,300,4857,15,15,0,true,26,15,15,11,17,0
synth-n_300-m_4934-k_25-p_0.1.txt,300,4934,25,25,0,true,11,25,25,13,22,0
synth-n_300-m_4954-k_20-p_0.1.txt,300,4954,20,20,0,true,18,20,20,16,23,0
synth-n_300-m_5319-k_30-p_0.1.txt,300,5319,30,30,0,true,6,30,30,15,26,0
synth-n_300-m_5550-k_50-p_0.1.txt,300,5550,50,50,0,true,1,50,50,13,31,0
synth-n_300-m_5939-k_70-p_0.1.txt,300,5939,70,70,0,true,0,70,70,11,233,0
synth-n_300-m_6233-k_100-p_0.1.txt,300,6233,100,100,0,true,0,92,101,984,14905,6591
synth-n_300-m_6319-k_120-p_0.1.txt,300,6319,120,113,0,false,0,95,132,16184,90001,113868
synth-n_300-m_9556-k_15-p_0.2.txt,300,9556,15,15,0,true,1,15,15,29,44,0
synth-n_3000-m_240581-k_120-p_0.05.txt,3000,240581,120,120,0,true,0,120,120,10027,12627,0
synth-n_3000-m_245845-k_150-p_0.05.txt,3000,245845,150,150,0,true,0,150,150,9670,12101,0
synth-n_3000-m_251178-k_200-p_0.05.txt,3000,251178,200,200,0,true,0,200,200,8773,11307,0
synth-n_3000-m_480800-k_120-p_0.1.txt,3000,480800,120,120,0,true,0,120,120,10060,15180,0
synth-n_3000-m_488450-k_150-p_0.1.txt,3000,488450,150,150,0,true,0,150,150,10057,15293,0
synth-n_3000-m_498304-k_200-p_0.1.txt,3000,498304,200,200,0,true,0,200,200,10041,16351,0
synth-n_3000-m_954655-k_120-p_0.2.txt,3000,954655,120,120,0,true,0,120,120,10140,28435,0
synth-n_3000-m_967399-k_150-p_0.2.txt,3000,967399,150,150,0,true,0,150,150,10134,27330,0
synth-n_3000-m_988910-k_200-p_0.2.txt,3000,988910,200,200,0,true,0,200,200,10122,29442,0
synth-n_3500-m_1289316-k_120-p_0.2.txt,3500,1289316,120,120,0,true,0,120,120,10269,31142,0
synth-n_3500-m_1304726-k_150-p_0.2.txt,3500,1304726,150,150,0,true,0,150,150,10296,38593,0
synth-n_3500-m_1330654-k_200-p_0.2.txt,3500,1330654,200,200,0,true,0,200,200,10300,38198,0
synth-n_3500-m_325120-k_120-p_0.05.txt,3500,325120,120,120,0,true,0,120,120,10038,12482,0
synth-n_3500-m_330042-k_150-p_0.05.txt,3500,330042,150,150,0,true,0,150,150,10033,13803,0
synth-n_3500-m_337087-k_200-p_0.05.txt,3500,337087,200,200,0,true,0,200,200,10034,15485,0
synth-n_3500-m_649101-k_120-p_0.1.txt,3500,649101,120,120,0,true,0,120,120,10083,18162,0
synth-n_3500-m_657209-k_150-p_0.1.txt,3500,657209,150,150,0,true,0,150,150,10075,17897,0
synth-n_3500-m_672789-k_200-p_0.1.txt,3500,672789,200,200,0,true,0,200,200,10066,20351,0
synth-n_400-m_10064-k_70-p_0.1.txt,400,10064,70,70,0,true,0,70,70,34,75,0
synth-n_400-m_10528-k_100-p_0.1.txt,400,10528,100,100,0,true,0,100,100,22,164,0
synth-n_400-m_10934-k_120-p_0.1.txt,400,10934,120,120,0,true,0,119,120,56,10161,63
synth-n_400-m_11482-k_150-p_0.1.txt,400,11482,150,142,0,false,0,128,154,8357,90002,54467
synth-n_400-m_16937-k_15-p_0.2.txt,400,16937,15,15,0,true,4,15,15,64,95,0
synth-n_400-m_17175-k_20-p_0.2.txt,400,17175,20,20,0,true,0,20,20,61,90,0
synth-n_400-m_17488-k_25-p_0.2.txt,400,17488,25,25,0,true,0,25,25,64,95,0
synth-n_400-m_17822-k_30-p_0.2.txt,400,17822,30,30,0,true,0,30,30,62,109,0
synth-n_400-m_18943-k_50-p_0.2.txt,400,18943,50,50,0,true,0,50,50,54,115,0
synth-n_400-m_19735-k_70-p_0.2.txt,400,19735,70,70,0,true,0,70,70,48,129,0
synth-n_400-m_20559-k_100-p_0.2.txt,400,20559,100,100,0,true,0,100,100,41,229,0
synth-n_400-m_21181-k_120-p_0.2.txt,400,21181,120,120,0,true,0,120,120,39,259,0
synth-n_400-m_21916-k_150-p_0.2.txt,400,21916,150,150,0,true,0,132,156,11410,80945,19030
synth-n_400-m_4229-k_20-p_0.05.txt,400,4229,20,20,1,true,69,18,19,15,10024,4
synth-n_400-m_4312-k_15-p_0.05.txt,400,4312,15,15,3,true,100,12,12,9,16,0
synth-n_400-m_4511-k_25-p_0.05.txt,400,4511,25,25,1,true,58,24,24,17,23,0
synth-n_400-m_4551-k_30-p_0.05.txt,400,4551,30,30,0,true,38,30,30,18,24,0
synth-n_400-m_4714-k_50-p_0.05.txt,400,4714,50,50,0,true,17,49,50,20,10031,1
synth-n_400-m_5045-k_70-p_0.05.txt,400,5045,70,70,0,true,10,70,70,19,41,0
synth-n_400-m_5336-k_100-p_0.05.txt,400,5336,100,100,0,true,1,95,100,301,10604,630
synth-n_400-m_5606-k_120-p_0.05.txt,400,5606,120,117,0,false,2,109,124,25079,90001,109812
synth-n_400-m_5840-k_150-p_0.05.txt,400,5840,-1,138,0,false,0,114,163,28320,90001,130656
synth-n_400-m_8510-k_15-p_0.1.txt,400,8510,15,15,3,true,29,12,12,29,39,0
synth-n_400-m_8590-k_20-p_0.1.txt,400,8590,20,20,1,true,24,19,19,26,35,0
synth-n_400-m_8815-k_25-p_0.1.txt,400,8815,25,25,0,true,7,25,25,37,55,0
synth-n_400-m_9014-k_30-p_0.1.txt,400,9014,30,30,0,true,9,30,30,33,44,0
synth-n_400-m_9687-k_50-p_0.1.txt,400,9687,50,50,0,true,1,50,50,32,60,0
synth-n_4000-m_1691611-k_150-p_0.2.txt,4000,1691611,150,150,0,true,0,150,150,10971,53865,0
synth-n_4000-m_1721128-k_200-p_0.2.txt,4000,1721128,200,200,0,true,0,200,200,12484,54520,0
synth-n_4000-m_427463-k_150-p_0.05.txt,4000,427463,150,150,0,true,0,150,150,10050,15505,0
synth-n_4000-m_437663-k_200-p_0.05.txt,4000,437663,200,200,0,true,0,200,200,10045,15258,0
synth-n_4000-m_852262-k_150-p_0.1.txt,4000,852262,150,150,0,true,0,150,150,10156,21797,0
synth-n_4000-m_868734-k_200-p_0.1.txt,4000,868734,200,200,0,true,0,200,200,10109,25468,0
synth-n_50-m_139-k_5-p_0.1.txt,50,139,1,1,1,true,50,0,0,0,1,0
synth-n_50-m_143-k_10-p_0.1.txt,50,143,5,5,5,true,50,0,0,0,1,0
synth-n_50-m_164-k_15-p_0.1.txt,50,164,9,9,1,true,17,7,8,1,10003,5
synth-n_50-m_169-k_20-p_0.1.txt,50,169,9,9,0,true,18,7,9,2,10005,22
synth-n_50-m_269-k_5-p_0.2.txt,50,269,5,5,0,true,20,5,5,1,2,0
synth-n_50-m_293-k_10-p_0.2.txt,50,293,10,10,0,true,9,9,10,0,10003,1
synth-n_50-m_325-k_15-p_0.2.txt,50,325,15,15,0,true,4,12,15,10,10019,145
synth-n_50-m_343-k_20-p_0.2.txt,50,343,19,19,0,true,1,13,19,28,10058,685
synth-n_50-m_72-k_5-p_0.05.txt,49,72,2,2,2,true,49,0,0,0,1,0
synth-n_50-m_84-k_10-p_0.05.txt,49,84,1,1,1,true,49,0,0,0,1,0
synth-n_50-m_92-k_20-p_0.05.txt,50,92,2,2,2,true,50,0,0,0,1,0
synth-n_50-m_95-k_15-p_0.05.txt,46,95,4,4,0,true,35,4,4,0,1,0
synth-n_500-m_13283-k_20-p_0.1.txt,500,13283,20,20,0,true,9,20,20,75,91,0
synth-n_500-m_13672-k_25-p_0.1.txt,500,13672,25,25,0,true,10,25,25,66,87,0
synth-n_500-m_13710-k_30-p_0.1.txt,500,13710,30,30,0,true,4,30,30,77,108,0
synth-n_500-m_14453-k_50-p_0.1.txt,500,14453,50,50,0,true,3,50,50,64,109,0
synth-n_500-m_15273-k_70-p_0.1.txt,500,15273,70,70,0,true,0,70,70,55,113,0
synth-n_500-m_15985-k_100-p_0.1.txt,500,15985,100,100,0,true,0,100,100,46,126,0
synth-n_500-m_16565-k_120-p_0.1.txt,500,16565,120,120,0,true,0,120,120,38,3287,0
synth-n_500-m_17327-k_150-p_0.1.txt,500,17327,150,150,0,true,0,150,150,39,5863,0
synth-n_500-m_17907-k_200-p_0.1.txt,500,17907,-1,185,0,false,0,163,207,6791,90002,36107
synth-n_500-m_26431-k_20-p_0.2.txt,500,26431,20,20,0,true,0,20,20,137,184,0
synth-n_500-m_26954-k_25-p_0.2.txt,500,26954,25,25,0,true,2,25,25,137,208,0
synth-n_500-m_27136-k_30-p_0.2.txt,500,27136,30,30,0,true,0,30,30,123,201,0
synth-n_500-m_28432-k_50-p_0.2.txt,500,28432,50,50,0,true,0,50,50,110,211,0
synth-n_500-m_29623-k_70-p_0.2.txt,500,29623,70,70,0,true,0,70,70,98,213,0
synth-n_500-m_31513-k_100-p_0.2.txt,500,31513,100,100,0,true,0,100,100,85,240,0
synth-n_500-m_32243-k_120-p_0.2.txt,500,32243,120,120,0,true,0,120,120,73,251,0
synth-n_500-m_33353-k_150-p_0.2.txt,500,33353,150,150,0,true,0,150,150,74,1807,0
synth-n_500-m_34356-k_200-p_0.2.txt,500,34356,200,187,0,false,0,165,205,3828,90001,11510
synth-n_500-m_6745-k_25-p_0.05.txt,500,6745,25,25,0,true,42,25,25,35,43,0
synth-n_500-m_6906-k_20-p_0.05.txt,500,6906,20,20,0,true,51,20,20,29,37,0
synth-n_500-m_6986-k_30-p_0.05.txt,500,6986,30,30,1,true,39,29,29,45,54,0
synth-n_500-m_7195-k_50-p_0.05.txt,500,7195,50,50,0,true,21,50,50,34,51,0
synth-n_500-m_7774-k_70-p_0.05.txt,500,7774,70,70,0,true,8,70,70,36,96,0
synth-n_500-m_8350-k_100-p_0.05.txt,500,8350,100,100,0,true,2,100,100,31,83,0
synth-n_500-m_8412-k_120-p_0.05.txt,500,8412,120,120,0,true,1,119,121,71,10145,123
synth-n_500-m_8716-k_150-p_0.05.txt,500,8716,150,148,0,false,0,139,154,22161,90001,73771
synth-n_500-m_9062-k_200-p_0.05.txt,500,9062,-1,184,0,false,0,150,218,23035,90001,97232
synth-n_700-m_13000-k_25-p_0.05.txt,700,13000,25,25,0,true,36,25,25,113,129,0
synth-n_700-m_13374-k_30-p_0.05.txt,700,13374,30,30,0,true,32,30,30,116,134,0
synth-n_700-m_13738-k_50-p_0.05.txt,700,13738,50,50,0,true,16,50,50,116,143,0
synth-n_700-m_14360-k_70-p_0.05.txt,700,14360,70,70,0,true,9,70,70,106,168,0
synth-n_700-m_14970-k_100-p_0.05.txt,700,14970,100,100,0,true,0,100,100,93,179,0
synth-n_700-m_15640-k_120-p_0.05.txt,700,15640,120,120,0,true,2,120,120,83,175,0
synth-n_700-m_16024-k_150-p_0.05.txt,700,16024,150,150,0,true,0,150,150,68,516,0
synth-n_700-m_16823-k_200-p_0.05.txt,700,16823,200,200,0,true,0,194,203,8962,28274,8028
synth-n_700-m_26060-k_25-p_0.1.txt,700,26060,25,25,0,true,10,25,25,205,271,0
synth-n_700-m_26206-k_30-p_0.1.txt,700,26206,30,30,0,true,7,30,30,208,271,0
synth-n_700-m_27622-k_50-p_0.1.txt,700,27622,50,50,0,true,0,50,50,205,301,0
synth-n_700-m_28433-k_70-p_0.1.txt,700,28433,70,70,0,true,0,70,70,172,290,0
synth-n_700-m_29736-k_100-p_0.1.txt,700,29736,100,100,0,true,0,100,100,129,281,0
synth-n_700-m_30695-k_120-p_0.1.txt,700,30695,120,120,0,true,0,120,120,121,302,0
synth-n_700-m_31750-k_150-p_0.1.txt,700,31750,150,150,0,true,0,150,150,107,473,0
synth-n_700-m_33182-k_200-p_0.1.txt,700,33182,200,200,0,true,0,200,200,99,357,0
synth-n_700-m_51621-k_25-p_0.2.txt,700,51621,25,25,0,true,1,25,25,371,492,0
synth-n_700-m_52169-k_30-p_0.2.txt,700,52169,30,30,0,true,0,30,30,366,497,0
synth-n_700-m_54187-k_50-p_0.2.txt,700,54187,50,50,0,true,0,50,50,303,486,0
synth-n_700-m_55984-k_70-p_0.2.txt,700,55984,70,70,0,true,0,70,70,294,526,0
synth-n_700-m_58597-k_100-p_0.2.txt,700,58597,100,100,0,true,0,100,100,260,619,0
synth-n_700-m_60598-k_120-p_0.2.txt,700,60598,120,120,0,true,0,120,120,265,621,0
synth-n_700-m_61751-k_150-p_0.2.txt,700,61751,150,150,0,true,0,150,150,204,613,0
synth-n_700-m_64387-k_200-p_0.2.txt,700,64387,200,200,0,true,0,200,200,176,1595,0
