name,k_optimal,k_approx,millis
synth-n_2300-m_142851-k_100-p_0.05.txt,100,531,10866
synth-n_2300-m_144829-k_120-p_0.05.txt,120,547,12863
synth-n_2300-m_147738-k_150-p_0.05.txt,150,601,12600
synth-n_2300-m_152429-k_200-p_0.05.txt,200,778,12807
synth-n_2300-m_284623-k_100-p_0.1.txt,100,494,21185
synth-n_2300-m_286796-k_120-p_0.1.txt,120,521,21337
synth-n_2300-m_292795-k_150-p_0.1.txt,150,523,21472
synth-n_2300-m_302503-k_200-p_0.1.txt,200,589,22629
synth-n_2300-m_563042-k_100-p_0.2.txt,100,356,41468
synth-n_2300-m_569928-k_120-p_0.2.txt,120,369,41932
synth-n_2300-m_580179-k_150-p_0.2.txt,150,411,41169
synth-n_2300-m_595551-k_200-p_0.2.txt,200,498,42521
synth-n_250-m_1653-k_10-p_0.05.txt,10,10,2
synth-n_250-m_1708-k_15-p_0.05.txt,15,29,11
synth-n_250-m_1797-k_25-p_0.05.txt,25,55,20
synth-n_250-m_1806-k_20-p_0.05.txt,20,48,15
synth-n_250-m_1841-k_30-p_0.05.txt,30,85,22
synth-n_250-m_1998-k_50-p_0.05.txt,50,115,22
synth-n_250-m_2173-k_70-p_0.05.txt,69,141,24
synth-n_250-m_3237-k_10-p_0.1.txt,10,32,24
synth-n_250-m_3416-k_15-p_0.1.txt,15,55,32
synth-n_250-m_3493-k_25-p_0.1.txt,25,91,31
synth-n_250-m_3591-k_20-p_0.1.txt,20,72,33
synth-n_250-m_3730-k_30-p_0.1.txt,30,86,33
synth-n_250-m_3992-k_50-p_0.1.txt,50,125,38
synth-n_250-m_4149-k_70-p_0.1.txt,70,178,39
synth-n_250-m_4386-k_100-p_0.1.txt,100,198,51
synth-n_250-m_6567-k_10-p_0.2.txt,10,39,53
synth-n_250-m_6839-k_20-p_0.2.txt,20,81,63
synth-n_250-m_6880-k_15-p_0.2.txt,15,44,55
synth-n_250-m_7102-k_25-p_0.2.txt,25,87,60
synth-n_250-m_7321-k_30-p_0.2.txt,30,79,139
synth-n_250-m_8019-k_50-p_0.2.txt,50,136,102
synth-n_250-m_8255-k_70-p_0.2.txt,70,149,90
synth-n_250-m_8674-k_100-p_0.2.txt,100,184,109
synth-n_2600-m_181265-k_100-p_0.05.txt,100,596,15029
synth-n_2600-m_183371-k_120-p_0.05.txt,120,678,16896
synth-n_2600-m_186921-k_150-p_0.05.txt,150,665,16304
synth-n_2600-m_190932-k_200-p_0.05.txt,200,775,18974
synth-n_2600-m_360584-k_100-p_0.1.txt,100,489,32111
synth-n_2600-m_364394-k_120-p_0.1.txt,120,469,31214
synth-n_2600-m_370561-k_150-p_0.1.txt,150,601,31743
synth-n_2600-m_380919-k_200-p_0.1.txt,200,617,31901
synth-n_2600-m_716555-k_100-p_0.2.txt,100,342,56297
synth-n_2600-m_722675-k_120-p_0.2.txt,120,457,58755
synth-n_2600-m_735701-k_150-p_0.2.txt,150,470,57886
synth-n_2600-m_752513-k_200-p_0.2.txt,200,522,58170
synth-n_300-m_10021-k_20-p_0.2.txt,20,81,98
synth-n_300-m_10113-k_25-p_0.2.txt,25,80,97
synth-n_300-m_10205-k_30-p_0.2.txt,30,78,104
synth-n_300-m_10954-k_50-p_0.2.txt,50,145,107
synth-n_300-m_11628-k_70-p_0.2.txt,70,157,113
synth-n_300-m_12194-k_100-p_0.2.txt,100,205,113
synth-n_300-m_12407-k_120-p_0.2.txt,120,224,116
synth-n_300-m_2373-k_15-p_0.05.txt,15,51,23
synth-n_300-m_2470-k_20-p_0.05.txt,20,56,22
synth-n_300-m_2597-k_25-p_0.05.txt,25,83,31
synth-n_300-m_2657-k_30-p_0.05.txt,30,86,31
synth-n_300-m_2835-k_50-p_0.05.txt,50,131,37
synth-n_300-m_2943-k_70-p_0.05.txt,70,170,40
synth-n_300-m_4857-k_15-p_0.1.txt,15,50,40
synth-n_300-m_4934-k_25-p_0.1.txt,25,74,47
synth-n_300-m_4954-k_20-p_0.1.txt,20,45,45
synth-n_300-m_5319-k_30-p_0.1.txt,30,108,52
synth-n_300-m_5550-k_50-p_0.1.txt,50,151,59
synth-n_300-m_5939-k_70-p_0.1.txt,70,156,69
synth-n_300-m_6233-k_100-p_0.1.txt,100,216,68
synth-n_300-m_6319-k_120-p_0.1.txt,120,234,69
synth-n_300-m_9556-k_15-p_0.2.txt,15,58,81
synth-n_3000-m_240581-k_120-p_0.05.txt,120,629,23096
synth-n_3000-m_245845-k_150-p_0.05.txt,150,735,22945
synth-n_3000-m_251178-k_200-p_0.05.txt,200,768,23161
synth-n_3000-m_480800-k_120-p_0.1.txt,120,605,43211
synth-n_3000-m_488450-k_150-p_0.1.txt,150,584,45288
synth-n_3000-m_498304-k_200-p_0.1.txt,200,649,45948
synth-n_3000-m_954655-k_120-p_0.2.txt,120,447,86802
synth-n_3000-m_967399-k_150-p_0.2.txt,150,478,91188
synth-n_3000-m_988910-k_200-p_0.2.txt,200,546,89164
synth-n_3500-m_1289316-k_120-p_0.2.txt,120,439,134985
synth-n_3500-m_1304726-k_150-p_0.2.txt,150,534,150806
synth-n_3500-m_1330654-k_200-p_0.2.txt,200,587,168823
synth-n_3500-m_325120-k_120-p_0.05.txt,120,621,37789
synth-n_3500-m_330042-k_150-p_0.05.txt,150,726,40690
synth-n_3500-m_337087-k_200-p_0.05.txt,200,852,42630
synth-n_3500-m_649101-k_120-p_0.1.txt,120,522,77060
synth-n_3500-m_657209-k_150-p_0.1.txt,150,656,74543
synth-n_3500-m_672789-k_200-p_0.1.txt,200,757,73713
synth-n_400-m_10064-k_70-p_0.1.txt,70,184,146
synth-n_400-m_10528-k_100-p_0.1.txt,100,227,161
synth-n_400-m_10934-k_120-p_0.1.txt,120,259,149
synth-n_400-m_11482-k_150-p_0.1.txt,150,295,171
synth-n_400-m_16937-k_15-p_0.2.txt,15,90,206
synth-n_400-m_17175-k_20-p_0.2.txt,20,70,195
synth-n_400-m_17488-k_25-p_0.2.txt,25,89,191
synth-n_400-m_17822-k_30-p_0.2.txt,30,121,240
synth-n_400-m_18943-k_50-p_0.2.txt,50,125,238
synth-n_400-m_19735-k_70-p_0.2.txt,70,181,262
synth-n_400-m_20559-k_100-p_0.2.txt,100,197,254
synth-n_400-m_21181-k_120-p_0.2.txt,120,232,288
synth-n_400-m_21916-k_150-p_0.2.txt,150,295,372
synth-n_400-m_4229-k_20-p_0.05.txt,20,66,47
synth-n_400-m_4312-k_15-p_0.05.txt,15,26,33
synth-n_400-m_4511-k_25-p_0.05.txt,25,81,51
synth-n_400-m_4551-k_30-p_0.05.txt,30,102,60
synth-n_400-m_4714-k_50-p_0.05.txt,50,151,78
synth-n_400-m_5045-k_70-p_0.05.txt,70,178,77
synth-n_400-m_5336-k_100-p_0.05.txt,100,242,85
synth-n_400-m_5606-k_120-p_0.05.txt,120,268,95
synth-n_400-m_8510-k_15-p_0.1.txt,15,66,97
synth-n_400-m_8590-k_20-p_0.1.txt,20,94,101
synth-n_400-m_8815-k_25-p_0.1.txt,25,110,137
synth-n_400-m_9014-k_30-p_0.1.txt,30,108,129
synth-n_400-m_9687-k_50-p_0.1.txt,50,147,144
synth-n_4000-m_1691611-k_150-p_0.2.txt,150,598,204557
synth-n_4000-m_1721128-k_200-p_0.2.txt,200,550,208408
synth-n_4000-m_427463-k_150-p_0.05.txt,150,892,54162
synth-n_4000-m_437663-k_200-p_0.05.txt,200,889,57466
synth-n_4000-m_852262-k_150-p_0.1.txt,150,555,106090
synth-n_4000-m_868734-k_200-p_0.1.txt,200,752,112061
synth-n_50-m_139-k_5-p_0.1.txt,1,1,1
synth-n_50-m_143-k_10-p_0.1.txt,5,5,1
synth-n_50-m_164-k_15-p_0.1.txt,9,15,1
synth-n_50-m_169-k_20-p_0.1.txt,9,18,1
synth-n_50-m_269-k_5-p_0.2.txt,5,8,1
synth-n_50-m_293-k_10-p_0.2.txt,10,15,1
synth-n_50-m_325-k_15-p_0.2.txt,15,26,1
synth-n_50-m_343-k_20-p_0.2.txt,19,33,2
synth-n_50-m_72-k_5-p_0.05.txt,2,2,1
synth-n_50-m_84-k_10-p_0.05.txt,1,1,0
synth-n_50-m_92-k_20-p_0.05.txt,2,2,1
synth-n_50-m_95-k_15-p_0.05.txt,4,7,1
synth-n_500-m_13283-k_20-p_0.1.txt,20,105,237
synth-n_500-m_13672-k_25-p_0.1.txt,25,126,209
synth-n_500-m_13710-k_30-p_0.1.txt,30,134,250
synth-n_500-m_14453-k_50-p_0.1.txt,50,200,240
synth-n_500-m_15273-k_70-p_0.1.txt,70,204,271
synth-n_500-m_15985-k_100-p_0.1.txt,100,241,258
synth-n_500-m_16565-k_120-p_0.1.txt,120,253,283
synth-n_500-m_17327-k_150-p_0.1.txt,150,325,295
synth-n_500-m_26431-k_20-p_0.2.txt,20,104,373
synth-n_500-m_26954-k_25-p_0.2.txt,25,82,372
synth-n_500-m_27136-k_30-p_0.2.txt,30,111,418
synth-n_500-m_28432-k_50-p_0.2.txt,50,155,446
