name,k_optimal,k_approx,millis
advotogo-n_100,2,2,22
advotogo-n_1000,127,127,110
advotogo-n_1500,215,215,106
advotogo-n_200,9,9,104
advotogo-n_2000,297,297,111
advotogo-n_3000,548,548,111
advotogo-n_4000,863,864,122
advotogo-n_500,39,39,104
advotogo-n_5000,1160,1162,140
advotogo-n_5159,1208,1216,157
bitcoinalpha-n_100,2,2,1
bitcoinalpha-n_1000,136,136,105
bitcoinalpha-n_1500,261,261,104
bitcoinalpha-n_200,11,11,1
bitcoinalpha-n_2000,393,393,103
bitcoinalpha-n_3000,658,658,105
bitcoinalpha-n_3785,921,921,108
bitcoinalpha-n_50,2,2,1
bitcoinalpha-n_500,54,54,103
blogs-n_100,8,8,1
blogs-n_1000,196,196,109
blogs-n_1227,262,263,116
blogs-n_200,16,16,1
blogs-n_50,6,6,1
blogs-n_500,76,76,103
chess-n_1000,62,62,102
chess-n_1500,127,129,103
chess-n_200,2,2,1
chess-n_2000,204,211,109
chess-n_500,17,17,1
ChicagoRegional-n_100,1,1,1
ChicagoRegional-n_1000,92,92,1
ChicagoRegional-n_10000,4193,4193,166
ChicagoRegional-n_1500,181,181,103
ChicagoRegional-n_200,5,5,1
ChicagoRegional-n_2000,307,307,104
ChicagoRegional-n_3000,631,631,108
ChicagoRegional-n_4000,1020,1020,106
ChicagoRegional-n_50,2,2,1
ChicagoRegional-n_500,24,24,0
ChicagoRegional-n_5000,1484,1484,110
ChicagoRegional-n_6000,1987,1987,124
ChicagoRegional-n_7000,2495,2495,139
ChicagoRegional-n_8000,3028,3028,131
ChicagoRegional-n_9000,3651,3651,150
health-n_100,4,4,0
health-n_1000,231,231,110
health-n_1500,446,446,111
health-n_200,17,17,1
health-n_2000,674,678,113
health-n_2542,960,984,134
health-n_50,2,2,1
health-n_500,67,67,102
link-kv-n_100,8,8,105
link-kv-n_1000,234,234,108
link-kv-n_1500,391,391,133
link-kv-n_200,20,20,103
link-kv-n_2000,565,565,169
link-kv-n_3000,900,902,257
link-kv-n_4000,1244,1254,763
link-kv-n_500,83,83,109
link-kv-n_5000,1670,1674,1753
link-kv-n_6000,2014,2024,3807
link-kv-n_6916,2364,2378,6254
openflights-n_100,10,10,1
openflights-n_1000,201,201,103
openflights-n_1500,413,413,109
openflights-n_200,26,26,102
openflights-n_2000,593,593,105
openflights-n_2942,998,998,122
openflights-n_50,2,2,1
openflights-n_500,80,80,102
out.cfinder-google-n_100,6,6,1
out.cfinder-google-n_1000,100,100,103
out.cfinder-google-n_10000,3133,3133,510
out.cfinder-google-n_1500,188,188,105
out.cfinder-google-n_200,13,13,0
out.cfinder-google-n_2000,307,307,118
out.cfinder-google-n_3000,574,574,154
out.cfinder-google-n_4000,852,852,139
out.cfinder-google-n_50,7,7,0
out.cfinder-google-n_500,37,37,106
out.cfinder-google-n_5000,1200,1200,197
out.cfinder-google-n_6000,1581,1581,267
out.cfinder-google-n_7000,1928,1928,284
out.cfinder-google-n_8000,2338,2338,401
out.cfinder-google-n_9000,2698,2698,444
talk-oc-n_1000,7,7,1
talk-oc-n_1500,15,15,1
talk-oc-n_2000,15,15,0
talk-oc-n_3000,29,29,2
talk-oc-n_3066,30,30,1
talk-oc-n_500,3,3,1
temporalGraph-n_1000,40,40,1
temporalGraph-n_1500,77,77,102
temporalGraph-n_1868,106,106,103
temporalGraph-n_200,5,5,0
temporalGraph-n_50,3,3,1
temporalGraph-n_500,17,17,102
ucsocial-n_100,5,5,1
ucsocial-n_1000,258,258,103
ucsocial-n_1500,435,435,103
ucsocial-n_1902,585,585,107
ucsocial-n_200,23,23,1
ucsocial-n_50,3,3,1
ucsocial-n_500,80,80,0
usairport-n_100,13,13,0
usairport-n_1000,253,253,104
usairport-n_1500,428,429,110
usairport-n_1577,455,455,110
usairport-n_200,29,29,102
usairport-n_50,5,5,102
usairport-n_500,112,112,106
wikispeedia-n_1000,156,156,103
wikispeedia-n_1500,271,272,104
wikispeedia-n_200,14,14,0
wikispeedia-n_2000,437,446,106
wikispeedia-n_3000,804,832,144
wikispeedia-n_500,56,56,102
synth-n_100-m_1093-k_5-p_0.2.txt,5,5,1
synth-n_100-m_1146-k_10-p_0.2.txt,10,10,102
synth-n_100-m_1151-k_15-p_0.2.txt,15,15,102
synth-n_100-m_1229-k_20-p_0.2.txt,20,20,102
synth-n_100-m_1263-k_25-p_0.2.txt,25,25,104
synth-n_100-m_1275-k_30-p_0.2.txt,30,30,103
synth-n_100-m_263-k_5-p_0.05.txt,5,5,1
synth-n_100-m_289-k_10-p_0.05.txt,4,4,102
synth-n_100-m_302-k_15-p_0.05.txt,8,8,101
synth-n_100-m_332-k_20-p_0.05.txt,14,14,102
synth-n_100-m_336-k_30-p_0.05.txt,15,15,102
synth-n_100-m_343-k_25-p_0.05.txt,14,14,105
synth-n_100-m_515-k_5-p_0.1.txt,5,5,101
synth-n_100-m_591-k_15-p_0.1.txt,15,16,102
synth-n_100-m_611-k_10-p_0.1.txt,10,10,102
synth-n_100-m_628-k_20-p_0.1.txt,20,20,102
synth-n_100-m_691-k_25-p_0.1.txt,25,25,102
synth-n_100-m_732-k_30-p_0.1.txt,30,30,103
synth-n_1000-m_107005-k_50-p_0.2.txt,50,50,483
synth-n_1000-m_110357-k_70-p_0.2.txt,70,70,605
synth-n_1000-m_114433-k_100-p_0.2.txt,100,100,739
synth-n_1000-m_116757-k_120-p_0.2.txt,120,120,796
synth-n_1000-m_119520-k_150-p_0.2.txt,150,150,902
synth-n_1000-m_124702-k_200-p_0.2.txt,200,200,1176
synth-n_1000-m_27142-k_50-p_0.05.txt,50,50,145
synth-n_1000-m_28175-k_70-p_0.05.txt,70,70,125
synth-n_1000-m_29037-k_100-p_0.05.txt,100,100,193
synth-n_1000-m_30042-k_120-p_0.05.txt,120,120,240
synth-n_1000-m_30795-k_150-p_0.05.txt,150,151,233
synth-n_1000-m_32410-k_200-p_0.05.txt,200,200,310
synth-n_1000-m_54531-k_50-p_0.1.txt,50,50,275
synth-n_1000-m_55974-k_70-p_0.1.txt,70,70,231
synth-n_1000-m_57929-k_100-p_0.1.txt,100,100,348
synth-n_1000-m_59867-k_120-p_0.1.txt,120,120,378
synth-n_1000-m_60934-k_150-p_0.1.txt,150,150,463
synth-n_1000-m_64710-k_200-p_0.1.txt,200,200,520
synth-n_1300-m_104213-k_200-p_0.1.txt,200,200,955
synth-n_1300-m_178841-k_50-p_0.2.txt,50,50,899
synth-n_1300-m_183367-k_70-p_0.2.txt,70,70,1000
synth-n_1300-m_188195-k_100-p_0.2.txt,100,100,1326
synth-n_1300-m_191963-k_120-p_0.2.txt,120,120,1567
synth-n_1300-m_196174-k_150-p_0.2.txt,150,150,2026
synth-n_1300-m_204142-k_200-p_0.2.txt,200,200,2326
synth-n_1300-m_45241-k_50-p_0.05.txt,50,50,186
synth-n_1300-m_46137-k_70-p_0.05.txt,70,70,177
synth-n_1300-m_47847-k_100-p_0.05.txt,100,100,305
synth-n_1300-m_49172-k_120-p_0.05.txt,120,120,296
synth-n_1300-m_50340-k_150-p_0.05.txt,150,150,419
synth-n_1300-m_52952-k_200-p_0.05.txt,200,200,546
synth-n_1300-m_89669-k_50-p_0.1.txt,50,50,326
synth-n_1300-m_92255-k_70-p_0.1.txt,70,70,467
synth-n_1300-m_95352-k_100-p_0.1.txt,100,100,657
synth-n_1300-m_97421-k_120-p_0.1.txt,120,120,653
synth-n_1300-m_99879-k_150-p_0.1.txt,150,150,817
synth-n_150-m_1254-k_10-p_0.1.txt,10,10,101
synth-n_150-m_1269-k_15-p_0.1.txt,15,15,102
synth-n_150-m_1284-k_20-p_0.1.txt,20,20,102
synth-n_150-m_1385-k_25-p_0.1.txt,25,25,102
synth-n_150-m_1423-k_30-p_0.1.txt,30,30,102
synth-n_150-m_1564-k_50-p_0.1.txt,48,52,111
synth-n_150-m_2446-k_10-p_0.2.txt,10,10,102
synth-n_150-m_2502-k_15-p_0.2.txt,15,15,102
synth-n_150-m_2552-k_20-p_0.2.txt,20,20,105
synth-n_150-m_2731-k_25-p_0.2.txt,25,25,105
synth-n_150-m_2807-k_30-p_0.2.txt,30,30,103
synth-n_150-m_3040-k_50-p_0.2.txt,50,51,105
synth-n_150-m_3050-k_70-p_0.2.txt,70,77,106
synth-n_150-m_630-k_15-p_0.05.txt,15,15,101
synth-n_150-m_634-k_10-p_0.05.txt,7,7,0
synth-n_150-m_666-k_20-p_0.05.txt,15,15,102
synth-n_150-m_704-k_25-p_0.05.txt,23,23,101
synth-n_150-m_781-k_50-p_0.05.txt,32,33,103
synth-n_150-m_782-k_30-p_0.05.txt,28,29,103
synth-n_150-m_805-k_70-p_0.05.txt,43,46,103
synth-n_1600-m_137884-k_70-p_0.1.txt,70,70,917
synth-n_1600-m_141523-k_100-p_0.1.txt,100,100,925
synth-n_1600-m_143789-k_120-p_0.1.txt,120,120,1098
synth-n_1600-m_147721-k_150-p_0.1.txt,150,150,1056
synth-n_1600-m_152838-k_200-p_0.1.txt,200,200,1394
synth-n_1600-m_273042-k_70-p_0.2.txt,70,70,1653
synth-n_1600-m_279359-k_100-p_0.2.txt,100,100,2466
synth-n_1600-m_284773-k_120-p_0.2.txt,120,120,3182
synth-n_1600-m_290831-k_150-p_0.2.txt,150,150,2721
synth-n_1600-m_301143-k_200-p_0.2.txt,200,200,3610
synth-n_1600-m_68907-k_70-p_0.05.txt,70,70,436
synth-n_1600-m_70865-k_100-p_0.05.txt,100,100,410
synth-n_1600-m_72748-k_120-p_0.05.txt,120,120,493
synth-n_1600-m_74607-k_150-p_0.05.txt,150,150,516
synth-n_1600-m_77345-k_200-p_0.05.txt,200,200,699
synth-n_200-m_1076-k_10-p_0.05.txt,10,10,0
synth-n_200-m_1167-k_15-p_0.05.txt,15,15,103
synth-n_200-m_1175-k_20-p_0.05.txt,20,20,103
