name,n,m,pre_removed_nodes,k_start,k_optimal,k_solved,num_constraints,verified,millis
synth-n_1300-m_89669-k_50-p_0.1.txt,1300,89669,2,0,-1,50,90994,true,2100
synth-n_1300-m_92255-k_70-p_0.1.txt,1300,92255,1,0,-1,70,93609,true,1586
synth-n_1300-m_95352-k_100-p_0.1.txt,1300,95352,0,0,-1,100,96751,true,1730
synth-n_1300-m_97421-k_120-p_0.1.txt,1300,97421,0,0,-1,120,98838,true,2037
synth-n_1300-m_99879-k_150-p_0.1.txt,1300,99879,0,0,-1,150,101328,true,2386
synth-n_150-m_1254-k_10-p_0.1.txt,150,1254,32,0,10,10,1165,true,24
synth-n_150-m_1269-k_15-p_0.1.txt,150,1269,31,2,15,15,1129,true,19
synth-n_150-m_1284-k_20-p_0.1.txt,150,1284,16,0,20,20,1351,true,27
synth-n_150-m_1385-k_25-p_0.1.txt,150,1385,9,0,25,25,1510,true,74
synth-n_150-m_1423-k_30-p_0.1.txt,150,1423,8,0,30,30,1555,true,51
synth-n_150-m_1561-k_70-p_0.1.txt,150,1561,1,0,-1,0,1747,false,90000
synth-n_150-m_1564-k_50-p_0.1.txt,150,1564,0,0,-1,48,1749,true,9376
synth-n_150-m_2446-k_10-p_0.2.txt,150,2446,6,0,10,10,2476,true,36
synth-n_150-m_2502-k_15-p_0.2.txt,150,2502,3,0,15,15,2647,true,43
synth-n_150-m_2552-k_20-p_0.2.txt,150,2552,2,0,20,20,2700,true,40
synth-n_150-m_2731-k_25-p_0.2.txt,150,2731,1,0,25,25,2901,true,47
synth-n_150-m_2807-k_30-p_0.2.txt,150,2807,0,0,30,30,2987,true,47
synth-n_150-m_3040-k_50-p_0.2.txt,150,3040,0,0,50,50,3229,true,4299
synth-n_150-m_3050-k_70-p_0.2.txt,150,3050,0,0,-1,0,3243,false,90000
synth-n_150-m_630-k_15-p_0.05.txt,150,630,74,1,15,15,471,true,20
synth-n_150-m_634-k_10-p_0.05.txt,150,634,150,7,7,7,0,true,0
synth-n_150-m_666-k_20-p_0.05.txt,150,666,56,1,15,15,601,true,20
synth-n_150-m_704-k_25-p_0.05.txt,150,704,48,1,23,23,662,true,71
synth-n_150-m_781-k_50-p_0.05.txt,150,781,25,0,32,32,874,true,4387
synth-n_150-m_782-k_30-p_0.05.txt,150,782,29,1,28,28,826,true,1284
synth-n_150-m_805-k_70-p_0.05.txt,150,805,12,0,43,0,941,false,90000
synth-n_1600-m_137884-k_70-p_0.1.txt,1600,137884,0,0,-1,70,139553,true,2539
synth-n_1600-m_141523-k_100-p_0.1.txt,1600,141523,0,0,-1,100,143223,true,2631
synth-n_1600-m_143789-k_120-p_0.1.txt,1600,143789,0,0,-1,120,145508,true,2573
synth-n_1600-m_147721-k_150-p_0.1.txt,1600,147721,0,0,-1,150,149467,true,3127
synth-n_1600-m_152838-k_200-p_0.1.txt,1600,152838,0,0,-1,200,154634,true,5866
synth-n_1600-m_273042-k_70-p_0.2.txt,1600,273042,0,0,-1,70,274712,true,4976
synth-n_1600-m_279359-k_100-p_0.2.txt,1600,279359,0,0,-1,100,281058,true,5318
synth-n_1600-m_284773-k_120-p_0.2.txt,1600,284773,0,0,-1,120,286491,true,5368
synth-n_1600-m_290831-k_150-p_0.2.txt,1600,290831,0,0,-1,150,292581,true,7844
synth-n_1600-m_301143-k_200-p_0.2.txt,1600,301143,0,0,-1,200,302935,true,33665
synth-n_1600-m_68907-k_70-p_0.05.txt,1600,68907,2,0,70,70,70491,true,1264
synth-n_1600-m_70865-k_100-p_0.05.txt,1600,70865,3,0,-1,100,72546,true,1488
synth-n_1600-m_72748-k_120-p_0.05.txt,1600,72748,0,0,-1,120,74466,true,2222
synth-n_1600-m_74607-k_150-p_0.05.txt,1600,74607,0,0,-1,150,76354,true,2524
synth-n_1600-m_77345-k_200-p_0.05.txt,1600,77345,0,0,-1,200,79137,true,4125
synth-n_200-m_1076-k_10-p_0.05.txt,200,1076,200,10,10,10,0,true,0
synth-n_200-m_1167-k_15-p_0.05.txt,200,1167,62,1,15,15,999,true,38
synth-n_200-m_1175-k_20-p_0.05.txt,200,1175,43,0,20,20,1182,true,36
synth-n_200-m_1245-k_25-p_0.05.txt,200,1245,48,0,24,24,1214,true,32
synth-n_200-m_1266-k_30-p_0.05.txt,200,1266,38,0,30,30,1278,true,502
synth-n_200-m_1336-k_50-p_0.05.txt,200,1336,15,0,45,45,1495,true,9518
synth-n_200-m_1434-k_70-p_0.05.txt,200,1434,2,0,-1,0,1668,false,90000
synth-n_200-m_2169-k_15-p_0.1.txt,200,2169,25,1,15,15,2130,true,33
synth-n_200-m_2199-k_10-p_0.1.txt,200,2199,20,0,10,10,2183,true,32
synth-n_200-m_2293-k_20-p_0.1.txt,200,2293,12,0,20,20,2439,true,39
synth-n_200-m_2369-k_25-p_0.1.txt,200,2369,13,0,25,25,2487,true,37
synth-n_200-m_2491-k_30-p_0.1.txt,200,2491,8,0,30,30,2688,true,97
synth-n_200-m_2592-k_50-p_0.1.txt,200,2592,1,0,50,50,2812,true,169
synth-n_200-m_2772-k_70-p_0.1.txt,200,2772,0,0,70,70,3026,true,37293
synth-n_200-m_4301-k_10-p_0.2.txt,200,4301,5,0,10,10,4413,true,65
synth-n_200-m_4485-k_20-p_0.2.txt,200,4485,0,0,20,20,4705,true,76
synth-n_200-m_4497-k_15-p_0.2.txt,200,4497,4,0,15,15,4660,true,71
synth-n_200-m_4763-k_25-p_0.2.txt,200,4763,0,0,25,25,4986,true,76
synth-n_200-m_4854-k_30-p_0.2.txt,200,4854,1,0,30,30,5070,true,125
synth-n_200-m_5144-k_50-p_0.2.txt,200,5144,0,0,50,50,5391,true,109
synth-n_200-m_5366-k_70-p_0.2.txt,200,5366,0,0,70,70,5623,true,25482
synth-n_2000-m_106592-k_70-p_0.05.txt,2000,106592,9,0,70,70,108403,true,2114
synth-n_2000-m_108739-k_100-p_0.05.txt,2000,108739,1,0,-1,100,110834,true,2399
synth-n_2000-m_110886-k_120-p_0.05.txt,2000,110886,2,0,-1,120,112989,true,2302
synth-n_2000-m_112582-k_150-p_0.05.txt,2000,112582,0,0,-1,150,114729,true,2912
synth-n_2000-m_117145-k_200-p_0.05.txt,2000,117145,0,0,-1,200,119338,true,5020
synth-n_2000-m_212793-k_70-p_0.1.txt,2000,212793,0,0,-1,70,214863,true,4033
synth-n_2000-m_217131-k_100-p_0.1.txt,2000,217131,0,0,-1,100,219230,true,4274
synth-n_2000-m_220005-k_120-p_0.1.txt,2000,220005,0,0,-1,120,222124,true,4502
synth-n_2000-m_225391-k_150-p_0.1.txt,2000,225391,0,0,-1,150,227541,true,4607
synth-n_2000-m_233102-k_200-p_0.1.txt,2000,233102,0,0,-1,200,235299,true,15659
synth-n_2000-m_422023-k_70-p_0.2.txt,2000,422023,0,0,-1,70,424092,true,7886
synth-n_2000-m_430943-k_100-p_0.2.txt,2000,430943,0,0,-1,100,433043,true,8496
synth-n_2000-m_435643-k_120-p_0.2.txt,2000,435643,0,0,-1,120,437763,true,8654
synth-n_2000-m_444160-k_150-p_0.2.txt,2000,444160,0,0,-1,150,446308,true,9604
synth-n_2000-m_457573-k_200-p_0.2.txt,2000,457573,0,0,-1,200,459770,true,59093
synth-n_2300-m_142851-k_100-p_0.05.txt,2300,142851,1,0,-1,100,145239,true,4752
synth-n_2300-m_144829-k_120-p_0.05.txt,2300,144829,2,0,-1,120,147231,true,4165
synth-n_2300-m_147738-k_150-p_0.05.txt,2300,147738,1,0,-1,150,150180,true,4350
synth-n_2300-m_152429-k_200-p_0.05.txt,2300,152429,0,0,-1,200,154924,true,6661
synth-n_2300-m_284623-k_100-p_0.1.txt,2300,284623,0,0,-1,100,287023,true,7060
synth-n_2300-m_286796-k_120-p_0.1.txt,2300,286796,0,0,-1,120,289216,true,7177
synth-n_2300-m_292795-k_150-p_0.1.txt,2300,292795,0,0,-1,150,295244,true,6927
synth-n_2300-m_302503-k_200-p_0.1.txt,2300,302503,0,0,-1,200,304998,true,11171
synth-n_2300-m_563042-k_100-p_0.2.txt,2300,563042,0,0,-1,100,565442,true,10864
synth-n_2300-m_569928-k_120-p_0.2.txt,2300,569928,0,0,-1,120,572347,true,11316
synth-n_2300-m_580179-k_150-p_0.2.txt,2300,580179,0,0,-1,150,582626,true,12067
synth-n_2300-m_595551-k_200-p_0.2.txt,2300,595551,0,0,-1,200,598051,true,72385
synth-n_250-m_1653-k_10-p_0.05.txt,250,1653,250,10,10,10,0,true,0
synth-n_250-m_1708-k_15-p_0.05.txt,250,1708,79,1,15,15,1389,true,21
synth-n_250-m_1797-k_25-p_0.05.txt,250,1797,39,0,25,25,1893,true,198
synth-n_250-m_1806-k_20-p_0.05.txt,250,1806,67,1,20,20,1556,true,34
synth-n_250-m_1841-k_30-p_0.05.txt,250,1841,32,0,30,30,1938,true,37
synth-n_250-m_1998-k_50-p_0.05.txt,250,1998,12,0,50,50,2212,true,1677
synth-n_250-m_2173-k_70-p_0.05.txt,250,2173,9,0,69,0,2438,false,90000
synth-n_250-m_2260-k_100-p_0.05.txt,250,2260,0,0,-1,0,2564,false,90000
synth-n_250-m_2350-k_120-p_0.05.txt,250,2350,0,0,-1,0,2661,false,90000
synth-n_250-m_3237-k_10-p_0.1.txt,250,3237,23,0,10,10,3188,true,51
synth-n_250-m_3416-k_15-p_0.1.txt,250,3416,20,0,15,15,3364,true,52
synth-n_250-m_3493-k_25-p_0.1.txt,250,3493,13,1,25,25,3591,true,56
synth-n_250-m_3591-k_20-p_0.1.txt,250,3591,9,0,20,20,3772,true,64
synth-n_250-m_3730-k_30-p_0.1.txt,250,3730,4,0,30,30,3940,true,65
synth-n_250-m_3992-k_50-p_0.1.txt,250,3992,0,0,50,50,4286,true,171
synth-n_250-m_4149-k_70-p_0.1.txt,250,4149,0,0,70,70,4461,true,452
synth-n_250-m_4386-k_100-p_0.1.txt,250,4386,0,0,-1,0,4707,false,90000
synth-n_250-m_4530-k_120-p_0.1.txt,250,4530,0,0,-1,0,4849,false,90000
synth-n_250-m_6567-k_10-p_0.2.txt,250,6567,6,0,10,10,6727,true,96
synth-n_250-m_6839-k_20-p_0.2.txt,250,6839,3,0,20,20,7045,true,102
synth-n_250-m_6880-k_15-p_0.2.txt,250,6880,2,0,15,15,7125,true,110
synth-n_250-m_7102-k_25-p_0.2.txt,250,7102,1,0,25,25,7366,true,108
synth-n_250-m_7321-k_30-p_0.2.txt,250,7321,1,0,30,30,7585,true,117
synth-n_250-m_8019-k_50-p_0.2.txt,250,8019,0,0,50,50,8314,true,335
synth-n_250-m_8255-k_70-p_0.2.txt,250,8255,0,0,70,70,8568,true,910
synth-n_250-m_8674-k_100-p_0.2.txt,250,8674,0,0,100,0,8999,false,90000
synth-n_250-m_8784-k_120-p_0.2.txt,250,8784,0,0,-1,0,9114,false,90000
synth-n_2600-m_181265-k_100-p_0.05.txt,2600,181265,2,0,-1,100,183948,true,5594
synth-n_2600-m_183371-k_120-p_0.05.txt,2600,183371,0,0,-1,120,186089,true,5263
synth-n_2600-m_186921-k_150-p_0.05.txt,2600,186921,1,0,-1,150,189661,true,6267
synth-n_2600-m_190932-k_200-p_0.05.txt,2600,190932,0,0,-1,200,193725,true,8772
synth-n_2600-m_360584-k_100-p_0.1.txt,2600,360584,0,0,-1,100,363284,true,8084
synth-n_2600-m_364394-k_120-p_0.1.txt,2600,364394,0,0,-1,120,367113,true,8188
synth-n_2600-m_370561-k_150-p_0.1.txt,2600,370561,0,0,-1,150,373309,true,9590
synth-n_2600-m_380919-k_200-p_0.1.txt,2600,380919,0,0,-1,200,383716,true,14788
synth-n_2600-m_716555-k_100-p_0.2.txt,2600,716555,0,0,-1,100,719255,true,14799
synth-n_2600-m_722675-k_120-p_0.2.txt,2600,722675,0,0,-1,120,725395,true,15585
synth-n_2600-m_735701-k_150-p_0.2.txt,2600,735701,0,0,-1,150,738450,true,16412
synth-n_2600-m_752513-k_200-p_0.2.txt,2600,752513,0,0,-1,200,755312,true,28408
synth-n_300-m_10021-k_20-p_0.2.txt,300,10021,1,0,20,20,10278,true,161
synth-n_300-m_10113-k_25-p_0.2.txt,300,10113,1,0,25,25,10428,true,166
synth-n_300-m_10205-k_30-p_0.2.txt,300,10205,0,0,30,30,10535,true,164
synth-n_300-m_10954-k_50-p_0.2.txt,300,10954,0,0,50,50,11302,true,381
synth-n_300-m_11628-k_70-p_0.2.txt,300,11628,0,0,70,70,11989,true,263
