name,n,m,pre_removed_nodes,k_start,k_optimal,k_solved,num_constraints,verified,millis
synth-n_200-m_2293-k_20-p_0.1.txt,200,2293,12,0,20,20,2251,true,67
synth-n_200-m_2369-k_25-p_0.1.txt,200,2369,13,0,25,25,2300,true,68
synth-n_200-m_2491-k_30-p_0.1.txt,200,2491,8,0,30,30,2495,true,204
synth-n_200-m_2592-k_50-p_0.1.txt,200,2592,1,0,50,50,2610,true,901
synth-n_200-m_2772-k_70-p_0.1.txt,200,2772,0,0,70,0,2823,false,90000
synth-n_200-m_4301-k_10-p_0.2.txt,200,4301,5,0,10,10,4217,true,80
synth-n_200-m_4485-k_20-p_0.2.txt,200,4485,0,0,20,20,4498,true,239
synth-n_200-m_4497-k_15-p_0.2.txt,200,4497,4,0,15,15,4461,true,80
synth-n_200-m_4763-k_25-p_0.2.txt,200,4763,0,0,25,25,4779,true,104
synth-n_200-m_4854-k_30-p_0.2.txt,200,4854,1,0,30,30,4861,true,116
synth-n_200-m_5144-k_50-p_0.2.txt,200,5144,0,0,50,50,5176,true,878
synth-n_200-m_5366-k_70-p_0.2.txt,200,5366,0,0,70,70,5409,true,9367
synth-n_2000-m_106592-k_70-p_0.05.txt,2000,106592,9,0,70,70,106409,true,20676
synth-n_2000-m_108739-k_100-p_0.05.txt,2000,108739,1,0,-1,100,108833,true,7749
synth-n_2000-m_110886-k_120-p_0.05.txt,2000,110886,2,0,-1,120,110986,true,44623
synth-n_2000-m_112582-k_150-p_0.05.txt,2000,112582,0,0,-1,150,112725,true,37400
synth-n_2000-m_117145-k_200-p_0.05.txt,2000,117145,0,0,-1,200,117332,true,52745
synth-n_2000-m_212793-k_70-p_0.1.txt,2000,212793,0,0,-1,70,212842,true,25928
synth-n_2000-m_217131-k_100-p_0.1.txt,2000,217131,0,0,-1,100,217197,true,70391
synth-n_2000-m_220005-k_120-p_0.1.txt,2000,220005,0,0,-1,0,220087,false,90000
synth-n_2000-m_225391-k_150-p_0.1.txt,2000,225391,0,0,-1,0,225486,false,90000
synth-n_2000-m_233102-k_200-p_0.1.txt,2000,233102,0,0,-1,0,233221,false,90000
synth-n_2000-m_422023-k_70-p_0.2.txt,2000,422023,0,0,-1,70,422059,true,51508
synth-n_2000-m_430943-k_100-p_0.2.txt,2000,430943,0,0,-1,100,430995,true,58132
synth-n_2000-m_435643-k_120-p_0.2.txt,2000,435643,0,0,-1,0,435704,false,90000
